team,team_id,year,conference,games_played,expected_wins,wins,losses,home_wins,home_losses,away_wins,away_losses
Ohio,195,2011,Mid-American,14,7.5,10,4,5,1,4,2
Ohio State,194,2011,Big Ten,13,7.1,6,7,5,2,1,4
Oklahoma,201,2011,Big 12,13,9.8,10,3,5,1,3,2
Oklahoma State,197,2011,Big 12,13,8.3,12,1,6,0,5,1
Ole Miss,145,2011,SEC,12,3.3,2,10,1,6,1,4
Oregon,2483,2011,Pac-12,14,11.4,12,2,7,1,4,0
Oregon State,204,2011,Pac-12,12,5.6,3,9,2,4,1,5
Penn State,213,2011,Big Ten,13,7.2,9,4,5,2,4,1
Pittsburgh,221,2011,Big East,13,7.6,6,7,5,3,1,3
Purdue,2509,2011,Big Ten,13,5.8,7,6,5,2,1,4
Rice,242,2011,Conference USA,12,4.9,4,8,4,1,0,7
Rutgers,164,2011,Big East,13,7.6,9,4,5,1,1,3
San Diego State,21,2011,Mountain West,13,6.7,8,5,3,3,4,1
San José State,23,2011,Western Athletic,12,4.4,5,7,3,2,2,5
SMU,2567,2011,Conference USA,13,6.1,8,5,5,1,2,4
South Carolina,2579,2011,SEC,13,9.5,11,2,6,1,3,1
Southern Mississippi,2572,2011,Conference USA,14,9.4,12,2,6,0,5,2
South Florida,58,2011,Big East,12,6.8,5,7,3,4,2,3
Stanford,24,2011,Pac-12,13,9.1,11,2,6,1,5,0
Syracuse,183,2011,Big East,12,6.0,5,7,4,3,1,4
TCU,2628,2011,Mountain West,13,8.8,11,2,5,1,4,1
Temple,218,2011,Mid-American,13,8.1,9,4,5,2,3,2
Tennessee,2633,2011,SEC,12,5.7,5,7,5,3,0,4
Texas,251,2011,Big 12,13,7.7,8,5,4,2,3,2
Texas A&M,245,2011,Big 12,13,7.9,7,6,4,3,2,2
Texas Tech,2641,2011,Big 12,12,5.6,5,7,2,4,3,2
Toledo,2649,2011,Mid-American,13,7.9,9,4,4,2,4,2
Troy,2653,2011,Sun Belt,12,4.0,3,9,3,2,0,7
Tulane,2655,2011,Conference USA,13,4.7,2,11,0,5,1,6
Tulsa,202,2011,Conference USA,13,6.6,8,5,4,2,4,2
UAB,5,2011,Conference USA,12,3.0,3,9,2,3,1,6
UCF,2116,2011,Conference USA,12,7.5,5,7,5,1,0,6
UCLA,26,2011,Pac-12,14,6.3,6,8,5,1,1,6
UNLV,2439,2011,Mountain West,12,2.1,2,10,2,2,0,7
USC,30,2011,Pac-12,12,7.5,10,2,6,1,4,1
Utah,254,2011,Pac-12,13,5.4,8,5,3,3,4,2
Utah State,328,2011,Western Athletic,13,7.5,7,6,4,2,3,3
UTEP,2638,2011,Conference USA,12,5.6,5,7,3,3,2,4
Vanderbilt,238,2011,SEC,13,6.7,6,7,5,2,1,4
Virginia,258,2011,ACC,13,6.8,8,5,4,3,4,1
Virginia Tech,259,2011,ACC,14,9.1,11,3,5,1,6,0
Wake Forest,154,2011,ACC,13,7.4,6,7,4,3,2,3
Washington,264,2011,Pac-12,13,5.6,7,6,6,1,1,4
Washington State,265,2011,Pac-12,12,5.1,4,8,3,3,1,5
Western Kentucky,98,2011,Sun Belt,12,7.5,7,5,3,3,4,1
Western Michigan,2711,2011,Mid-American,13,6.3,7,6,5,0,2,5
West Virginia,277,2011,Big East,13,8.8,10,3,5,2,4,1
Wisconsin,275,2011,Big Ten,14,9.7,11,3,7,0,2,2
Wyoming,2751,2011,Mountain West,13,5.3,8,5,4,2,4,2
Air Force,2005,2012,Mountain West,13,7.5,6,7,5,1,1,5
Akron,2006,2012,Mid-American,12,4.3,1,11,1,5,0,6
Alabama,333,2012,SEC,14,12.1,13,1,6,1,4,0
Arizona,12,2012,Pac-12,13,8.2,8,5,6,2,1,3
Arizona State,9,2012,Pac-12,13,8.9,8,5,4,2,3,3
Arkansas,8,2012,SEC,12,6.4,4,8,3,4,1,3
Arkansas State,2032,2012,Sun Belt,13,7.3,10,3,5,1,4,2
Army,349,2012,FBS Independents,12,7.5,2,10,2,5,0,4
Auburn,2,2012,SEC,12,4.8,3,9,3,4,0,4
Ball State,2050,2012,Mid-American,13,5.8,9,4,4,1,5,2
Baylor,239,2012,Big 12,13,7.2,8,5,4,1,1,4
Boise State,68,2012,Mountain West,13,7.6,11,2,5,1,5,1
Boston College,103,2012,ACC,12,4.7,2,10,2,4,0,6
Bowling Green,189,2012,Mid-American,13,7.4,8,5,5,1,3,3
Buffalo,2084,2012,Mid-American,12,4.3,4,8,3,3,1,5
BYU,252,2012,FBS Independents,13,8.0,8,5,5,1,2,4
California,25,2012,Pac-12,12,5.7,3,9,2,5,1,4
Central Michigan,2117,2012,Mid-American,13,6.3,7,6,3,4,3,2
Cincinnati,2132,2012,Big East,13,8.3,10,3,6,1,2,2
Clemson,228,2012,ACC,13,9.5,11,2,6,1,3,1
Colorado,38,2012,Pac-12,12,1.9,1,11,0,6,1,4
Colorado State,36,2012,Mountain West,12,4.1,4,8,3,2,0,5
Connecticut,41,2012,Big East,12,5.4,5,7,3,3,2,4
Duke,150,2012,ACC,13,6.3,6,7,5,2,1,4
East Carolina,151,2012,Conference USA,13,5.9,8,5,5,1,3,3
Eastern Michigan,2199,2012,Mid-American,12,3.7,2,10,1,5,1,5
Florida,57,2012,SEC,13,7.8,11,2,7,0,4,0
Florida Atlantic,2226,2012,Sun Belt,12,4.7,3,9,2,3,1,6
Florida International,2229,2012,Sun Belt,12,6.4,3,9,1,5,2,4
Florida State,52,2012,ACC,14,11.3,12,2,6,1,4,1
Fresno State,278,2012,Mountain West,13,9.1,9,4,6,0,3,3
Georgia,61,2012,SEC,14,9.5,12,2,7,0,3,1
Georgia Tech,59,2012,ACC,14,8.4,7,7,4,3,2,3
Hawai'i,62,2012,Mountain West,12,5.0,3,9,2,3,0,6
Houston,248,2012,Conference USA,12,7.0,5,7,4,3,0,4
Illinois,356,2012,Big Ten,12,5.2,2,10,2,5,0,5
Indiana,84,2012,Big Ten,12,5.1,4,8,2,4,2,4
Iowa,2294,2012,Big Ten,12,5.7,4,8,2,5,1,3
Iowa State,66,2012,Big 12,13,5.1,6,7,3,4,3,2
Kansas,2305,2012,Big 12,12,4.4,1,11,1,5,0,6
Kansas State,2306,2012,Big 12,13,8.5,11,2,7,0,4,1
Kent State,2309,2012,Mid-American,14,7.7,11,3,5,0,6,1
Kentucky,96,2012,SEC,12,4.7,2,10,2,5,0,5
Louisiana,309,2012,Sun Belt,13,6.9,9,4,5,1,3,3
Louisiana Monroe,2433,2012,Sun Belt,13,5.0,8,5,3,2,4,2
Louisiana Tech,2348,2012,Western Athletic,12,6.3,9,3,4,2,5,1
Louisville,97,2012,Big East,13,8.5,11,2,6,1,4,1
LSU,99,2012,SEC,13,8.8,10,3,7,1,3,1
Marshall,276,2012,Conference USA,12,6.5,5,7,3,3,2,4
Maryland,120,2012,ACC,12,4.4,4,8,2,4,2,4
Memphis,235,2012,Conference USA,12,6.3,4,8,3,3,1,5
Miami,2390,2012,ACC,12,5.7,7,5,4,2,3,3
Miami (OH),193,2012,Mid-American,12,3.0,4,8,3,2,1,6
Michigan,130,2012,Big Ten,13,7.5,8,5,6,0,2,3
Michigan State,127,2012,Big Ten,13,8.2,7,6,2,5,4,1
Middle Tennessee,2393,2012,Sun Belt,12,4.8,8,4,3,2,5,2
Minnesota,135,2012,Big Ten,13,5.4,6,7,4,3,2,3
Mississippi State,344,2012,SEC,13,5.6,8,5,6,1,2,3
Missouri,142,2012,SEC,12,5.3,5,7,3,4,2,3
Navy,2426,2012,FBS Independents,13,5.0,8,5,4,1,3,2
NC State,152,2012,ACC,13,7.0,7,6,5,1,2,3
Nebraska,158,2012,Big Ten,14,9.6,10,4,7,0,3,2
Nevada,2440,2012,Mountain West,13,7.3,7,6,2,4,5,1
New Mexico,167,2012,Mountain West,13,4.0,4,9,2,4,2,5
New Mexico State,166,2012,Western Athletic,12,4.0,1,11,1,5,0,6
North Carolina,153,2012,ACC,12,8.4,8,4,6,1,2,3
Northern Illinois,2459,2012,Mid-American,14,6.6,12,2,6,0,5,0
North Texas,249,2012,Sun Belt,12,3.6,4,8,3,2,1,6
Northwestern,77,2012,Big Ten,13,7.6,10,3,6,1,3,2
Notre Dame,87,2012,FBS Independents,13,7.7,12,1,7,0,4,0
Ohio,195,2012,Mid-American,13,5.8,9,4,5,1,3,3
Ohio State,194,2012,Big Ten,12,8.6,12,0,8,0,4,0
Oklahoma,201,2012,Big 12,13,8.5,10,3,4,2,5,0
Oklahoma State,197,2012,Big 12,13,8.4,8,5,6,1,1,4
Ole Miss,145,2012,SEC,13,7.2,7,6,4,3,2,3
Oregon,2483,2012,Pac-12,13,8.5,12,1,6,1,5,0
Oregon State,204,2012,Pac-12,13,7.7,9,4,6,1,3,2
Penn State,213,2012,Big Ten,12,8.7,8,4,5,2,3,2
Pittsburgh,221,2012,Big East,13,8.4,6,7,4,2,2,4
Purdue,2509,2012,Big Ten,13,5.6,6,7,4,3,2,3
Rice,242,2012,Conference USA,13,5.7,7,6,3,2,3,3
Rutgers,164,2012,Big East,13,6.7,9,4,3,2,5,1
San Diego State,21,2012,Mountain West,13,8.3,9,4,6,1,3,2
San José State,23,2012,Western Athletic,13,9.5,11,2,5,1,5,1
SMU,2567,2012,Conference USA,13,6.3,7,6,5,2,1,4
South Alabama,6,2012,Sun Belt,13,4.9,2,11,1,4,0,7
South Carolina,2579,2012,SEC,13,8.9,11,2,7,0,3,2
Southern Mississippi,2572,2012,Conference USA,12,4.0,0,12,0,6,0,6
South Florida,58,2012,Big East,12,4.4,3,9,2,4,1,5
Stanford,24,2012,Pac-12,14,9.5,12,2,7,0,4,2
Syracuse,183,2012,Big East,13,8.3,8,5,4,1,3,3
TCU,2628,2012,Big 12,13,7.9,7,6,2,4,5,1
Temple,218,2012,Big East,11,3.6,4,7,2,4,2,3
Tennessee,2633,2012,SEC,12,7.4,5,7,4,3,0,4
Texas,251,2012,Big 12,13,7.4,9,4,4,2,4,1
Texas A&M,245,2012,SEC,13,9.1,11,2,4,2,6,0
Texas State,326,2012,Western Athletic,12,4.2,4,8,3,3,1,5
Texas Tech,2641,2012,Big 12,13,8.5,8,5,4,2,3,2
Toledo,2649,2012,Mid-American,13,6.3,9,4,5,1,4,2
Troy,2653,2012,Sun Belt,12,7.0,5,7,2,4,3,3
Tulane,2655,2012,Conference USA,12,3.3,2,10,2,5,0,5
Tulsa,202,2012,Conference USA,14,8.6,11,3,7,0,3,3
UAB,5,2012,Conference USA,12,4.4,3,9,1,4,1,5
UCF,2116,2012,Conference USA,14,9.3,10,4,5,1,4,3
UCLA,26,2012,Pac-12,14,8.7,9,5,5,2,4,2
UMass,113,2012,Mid-American,12,1.3,1,11,0,5,1,6
UNLV,2439,2012,Mountain West,13,4.9,2,11,2,5,0,6
USC,30,2012,Pac-12,13,6.8,7,6,4,2,2,3
Utah,254,2012,Pac-12,12,6.0,5,7,4,2,1,5
Utah State,328,2012,Western Athletic,13,8.1,11,2,6,0,4,2
UTEP,2638,2012,Conference USA,12,3.4,3,9,2,4,1,5
UT San Antonio,2636,2012,Western Athletic,12,5.7,8,4,4,2,4,2
Vanderbilt,238,2012,SEC,13,7.7,9,4,4,2,4,2
Virginia,258,2012,ACC,12,6.6,4,8,3,4,1,4
Virginia Tech,259,2012,ACC,13,7.1,7,6,5,1,1,4
Wake Forest,154,2012,ACC,12,3.4,5,7,4,3,1,4
Washington,264,2012,Pac-12,13,6.3,7,6,5,1,2,4
Washington State,265,2012,Pac-12,12,5.0,3,9,2,4,1,5
Western Kentucky,98,2012,Sun Belt,13,7.5,7,6,3,3,4,2
Western Michigan,2711,2012,Mid-American,12,6.4,4,8,3,3,1,5
West Virginia,277,2012,Big 12,13,7.1,7,6,4,3,2,2
Wisconsin,275,2012,Big Ten,14,7.8,8,6,5,2,2,3
Wyoming,2751,2012,Mountain West,12,4.1,4,8,1,5,3,3
Air Force,2005,2013,Mountain West,12,4.9,2,10,2,5,0,5
Akron,2006,2013,Mid-American,12,5.2,5,7,3,3,2,4
Alabama,333,2013,SEC,13,10.9,11,2,7,0,3,1
Arizona,12,2013,Pac-12,13,7.7,8,5,4,2,3,3
Arizona State,9,2013,Pac-12,14,7.5,10,4,7,1,3,1
Arkansas,8,2013,SEC,12,4.9,3,9,2,4,0,5
Arkansas State,2032,2013,Sun Belt,13,5.9,8,5,5,1,2,4
Army,349,2013,FBS Independents,12,5.2,3,9,2,3,0,5
Auburn,2,2013,SEC,14,9.0,12,2,8,0,3,1
Ball State,2050,2013,Mid-American,13,7.5,10,3,6,0,4,2
Baylor,239,2013,Big 12,13,10.7,11,2,6,0,3,1
Boise State,68,2013,Mountain West,13,7.2,8,5,6,0,2,4
Boston College,103,2013,ACC,13,5.9,7,6,5,1,2,4
Bowling Green,189,2013,Mid-American,14,9.1,10,4,5,1,4,2
Buffalo,2084,2013,Mid-American,13,6.8,8,5,5,1,3,3
BYU,252,2013,FBS Independents,13,9.1,8,5,5,1,3,3
California,25,2013,Pac-12,12,4.6,1,11,1,6,0,5
Central Michigan,2117,2013,Mid-American,12,5.2,6,6,3,2,3,4
Cincinnati,2132,2013,American Athletic,13,8.2,9,4,5,1,4,2
Clemson,228,2013,ACC,13,9.1,11,2,6,1,4,1
Colorado,38,2013,Pac-12,12,4.5,4,8,3,3,0,5
Colorado State,36,2013,Mountain West,14,8.0,8,6,3,2,3,3
Connecticut,41,2013,American Athletic,12,4.7,3,9,2,5,1,4
Duke,150,2013,ACC,14,7.3,10,4,5,2,5,0
East Carolina,151,2013,Conference USA,13,8.8,10,3,5,1,4,2
Eastern Michigan,2199,2013,Mid-American,12,4.2,2,10,2,3,0,7
Florida,57,2013,SEC,12,5.8,4,8,3,3,1,4
Florida Atlantic,2226,2013,Conference USA,12,6.7,6,6,3,2,3,4
Florida International,2229,2013,Conference USA,12,2.3,1,11,0,6,1,5
Florida State,52,2013,ACC,14,12.3,14,0,7,0,5,0
Fresno State,278,2013,Mountain West,13,8.1,11,2,7,0,4,1
Georgia,61,2013,SEC,13,8.7,8,5,5,1,2,3
Georgia State,2247,2013,Sun Belt,12,5.4,0,12,0,5,0,5
Georgia Tech,59,2013,ACC,13,7.1,7,6,5,2,2,3
Hawai'i,62,2013,Mountain West,12,4.9,1,11,1,5,0,6
Houston,248,2013,American Athletic,13,6.8,8,5,4,2,3,2
Illinois,356,2013,Big Ten,12,5.9,4,8,3,5,1,3
Indiana,84,2013,Big Ten,12,7.0,5,7,5,3,0,4
Iowa,2294,2013,Big Ten,13,7.6,8,5,4,3,4,1
Iowa State,66,2013,Big 12,12,4.4,3,9,1,5,2,4
Kansas,2305,2013,Big 12,12,4.1,3,9,3,4,0,5
Kansas State,2306,2013,Big 12,13,8.4,8,5,5,3,2,2
Kent State,2309,2013,Mid-American,12,4.9,4,8,2,3,2,5
Kentucky,96,2013,SEC,12,4.8,2,10,2,5,0,4
Louisiana,309,2013,Sun Belt,13,7.4,9,4,4,1,4,3
Louisiana Monroe,2433,2013,Sun Belt,12,5.0,6,6,2,3,4,3
Louisiana Tech,2348,2013,Conference USA,12,5.8,4,8,2,3,2,4
Louisville,97,2013,American Athletic,13,10.9,12,1,6,1,5,0
LSU,99,2013,SEC,13,8.2,10,3,7,0,1,3
Marshall,276,2013,Conference USA,14,8.9,10,4,6,0,3,4
Maryland,120,2013,ACC,13,7.4,7,6,4,3,3,2
Memphis,235,2013,American Athletic,12,6.4,3,9,2,5,1,4
Miami,2390,2013,ACC,13,6.1,9,4,6,1,3,2
Miami (OH),193,2013,Mid-American,12,2.2,0,12,0,5,0,7
Michigan,130,2013,Big Ten,13,7.3,7,6,5,2,2,3
Michigan State,127,2013,Big Ten,14,9.6,13,1,7,0,4,1
Middle Tennessee,2393,2013,Conference USA,13,5.8,8,5,5,1,3,3
Minnesota,135,2013,Big Ten,13,6.9,8,5,5,2,3,2
Mississippi State,344,2013,SEC,13,7.1,7,6,5,2,1,3
Missouri,142,2013,SEC,14,8.0,12,2,6,1,5,0
Navy,2426,2013,FBS Independents,13,6.2,9,4,5,0,2,4
NC State,152,2013,ACC,12,5.8,3,9,3,5,0,4
Nebraska,158,2013,Big Ten,13,9.0,9,4,5,3,3,1
Nevada,2440,2013,Mountain West,12,4.6,4,8,4,2,0,6
New Mexico,167,2013,Mountain West,12,5.3,3,9,2,4,1,5
New Mexico State,166,2013,FBS Independents,12,4.4,2,10,2,5,0,5
North Carolina,153,2013,ACC,13,8.4,7,6,4,3,2,3
Northern Illinois,2459,2013,Mid-American,14,8.3,12,2,5,0,7,0
North Texas,249,2013,Conference USA,13,7.1,9,4,5,1,3,3
Northwestern,77,2013,Big Ten,12,6.7,5,7,3,4,2,3
Notre Dame,87,2013,FBS Independents,13,7.4,9,4,5,1,2,3
Ohio,195,2013,Mid-American,13,5.6,7,6,5,2,2,3
Ohio State,194,2013,Big Ten,14,9.0,12,2,7,0,5,0
Oklahoma,201,2013,Big 12,13,7.3,11,2,6,0,4,1
Oklahoma State,197,2013,Big 12,13,8.6,10,3,5,1,4,1
Ole Miss,145,2013,SEC,13,7.7,8,5,5,2,2,3
Oregon,2483,2013,Pac-12,13,9.4,11,2,7,0,3,2
Oregon State,204,2013,Pac-12,13,7.1,7,6,2,4,4,2
Penn State,213,2013,Big Ten,12,6.9,7,5,5,2,1,3
Pittsburgh,221,2013,ACC,13,7.9,7,6,4,3,2,3
Purdue,2509,2013,Big Ten,12,3.5,1,11,1,6,0,5
Rice,242,2013,Conference USA,14,7.4,10,4,6,0,4,2
Rutgers,164,2013,American Athletic,13,5.7,6,7,4,2,1,4
San Diego State,21,2013,Mountain West,13,7.3,8,5,3,3,4,2
San José State,23,2013,Mountain West,12,6.3,6,6,3,3,3,3
SMU,2567,2013,American Athletic,12,6.2,5,7,3,3,2,4
South Alabama,6,2013,Sun Belt,12,5.7,6,6,4,1,2,4
South Carolina,2579,2013,SEC,13,8.7,11,2,7,0,3,2
Southern Mississippi,2572,2013,Conference USA,12,3.0,1,11,0,5,1,6
South Florida,58,2013,American Athletic,12,4.7,2,10,1,6,1,4
Stanford,24,2013,Pac-12,14,9.6,11,3,7,0,4,2
Syracuse,183,2013,ACC,13,6.3,7,6,4,2,2,3
TCU,2628,2013,Big 12,12,6.2,4,8,3,3,1,4
Temple,218,2013,American Athletic,12,5.5,2,10,1,5,1,5
Tennessee,2633,2013,SEC,12,5.1,5,7,4,3,1,4
Texas,251,2013,Big 12,13,6.2,8,5,4,2,3,2
Texas A&M,245,2013,SEC,13,9.0,9,4,6,2,2,2
Texas State,326,2013,Sun Belt,12,4.5,6,6,4,2,2,4
Texas Tech,2641,2013,Big 12,13,8.3,8,5,4,2,3,2
Toledo,2649,2013,Mid-American,12,5.1,7,5,5,1,2,4
Troy,2653,2013,Sun Belt,12,5.4,6,6,4,1,2,5
Tulane,2655,2013,Conference USA,13,6.5,7,6,5,1,2,4
Tulsa,202,2013,Conference USA,12,5.4,3,9,1,5,2,4
UAB,5,2013,Conference USA,12,4.0,2,10,0,4,1,6
UCF,2116,2013,American Athletic,13,7.0,12,1,5,1,6,0
UCLA,26,2013,Pac-12,13,7.4,10,3,5,1,4,2
UMass,113,2013,Mid-American,12,4.0,1,11,1,4,0,6
UNLV,2439,2013,Mountain West,13,5.5,7,6,3,3,3,2
USC,30,2013,Pac-12,14,9.8,10,4,5,2,4,2
Utah,254,2013,Pac-12,12,5.9,5,7,4,3,1,4
Utah State,328,2013,Mountain West,14,8.1,9,5,4,2,4,3
UTEP,2638,2013,Conference USA,12,3.7,2,10,1,4,1,6
UT San Antonio,2636,2013,Conference USA,12,7.2,7,5,3,3,4,2
Vanderbilt,238,2013,SEC,13,7.5,9,4,5,2,3,2
Virginia,258,2013,ACC,12,5.0,2,10,2,6,0,4
Virginia Tech,259,2013,ACC,13,8.1,8,5,4,2,4,1
Wake Forest,154,2013,ACC,12,5.2,4,8,3,3,1,5
Washington,264,2013,Pac-12,13,9.2,9,4,6,1,2,3
Washington State,265,2013,Pac-12,13,6.6,6,7,3,3,3,3
Western Kentucky,98,2013,Sun Belt,12,7.7,8,4,3,2,4,2
Western Michigan,2711,2013,Mid-American,12,2.6,1,11,0,5,1,6
West Virginia,277,2013,Big 12,12,4.8,4,8,3,3,1,5
Wisconsin,275,2013,Big Ten,13,9.1,9,4,6,1,3,2
Wyoming,2751,2013,Mountain West,12,5.3,5,7,4,2,1,5
Air Force,2005,2014,Mountain West,13,9.7,10,3,6,0,3,3
Akron,2006,2014,Mid-American,12,5.4,5,7,4,2,1,5
Alabama,333,2014,SEC,14,11.7,12,2,7,0,3,1
Appalachian State,2026,2014,Sun Belt,12,8.1,7,5,4,2,3,3
Arizona,12,2014,Pac-12,14,8.8,10,4,6,1,4,1
Arizona State,9,2014,Pac-12,13,9.7,10,3,5,1,4,2
Arkansas,8,2014,SEC,13,8.3,7,6,5,2,1,3
Arkansas State,2032,2014,Sun Belt,13,6.9,7,6,5,1,2,4
Army,349,2014,FBS Independents,12,4.8,4,8,3,2,0,5
Auburn,2,2014,SEC,13,8.9,8,5,6,1,2,3
Ball State,2050,2014,Mid-American,12,5.1,5,7,3,3,2,4
Baylor,239,2014,Big 12,13,10.2,11,2,6,0,4,1
Boise State,68,2014,Mountain West,14,11.5,12,2,7,0,4,1
Boston College,103,2014,ACC,13,7.3,7,6,3,4,4,1
Bowling Green,189,2014,Mid-American,14,6.3,8,6,4,2,3,3
Buffalo,2084,2014,Mid-American,11,5.5,5,6,4,2,1,4
BYU,252,2014,FBS Independents,13,7.1,8,5,4,2,4,2
California,25,2014,Pac-12,12,4.7,5,7,2,5,3,2
Central Michigan,2117,2014,Mid-American,13,7.3,7,6,3,3,4,2
Cincinnati,2132,2014,American Athletic,13,7.6,9,4,5,1,4,2
Clemson,228,2014,ACC,13,9.8,10,3,7,0,2,3
Colorado,38,2014,Pac-12,12,2.8,2,10,1,5,1,4
Colorado State,36,2014,Mountain West,13,8.3,10,3,5,0,3,2
Connecticut,41,2014,American Athletic,12,2.2,2,10,2,5,0,4
Duke,150,2014,ACC,13,7.6,9,4,5,2,4,1
East Carolina,151,2014,American Athletic,13,10.0,8,5,5,1,3,3
Eastern Michigan,2199,2014,Mid-American,12,1.3,2,10,2,3,0,7
Florida,57,2014,SEC,12,7.2,7,5,3,3,2,2
Florida Atlantic,2226,2014,Conference USA,12,3.3,3,9,3,2,0,7
Florida International,2229,2014,Conference USA,12,2.8,4,8,3,5,1,3
Florida State,52,2014,ACC,14,10.0,13,1,7,0,4,0
Fresno State,278,2014,Mountain West,14,6.4,6,8,4,2,2,5
Georgia,61,2014,SEC,13,10.7,10,3,6,1,3,1
Georgia Southern,290,2014,Sun Belt,12,9.2,9,3,5,0,4,3
Georgia State,2247,2014,Sun Belt,12,1.2,1,11,0,5,0,6
Georgia Tech,59,2014,ACC,14,11.0,11,3,5,1,5,1
Hawai'i,62,2014,Mountain West,13,3.5,4,9,2,4,1,5
Houston,248,2014,American Athletic,13,8.9,8,5,4,3,3,2
Illinois,356,2014,Big Ten,13,5.0,6,7,5,2,1,4
Indiana,84,2014,Big Ten,12,4.1,4,8,3,3,1,5
Iowa,2294,2014,Big Ten,13,8.0,7,6,4,3,3,2
Iowa State,66,2014,Big 12,12,2.3,2,10,1,6,1,4
Kansas,2305,2014,Big 12,12,4.3,3,9,3,3,0,6
Kansas State,2306,2014,Big 12,13,8.7,9,4,6,1,3,2
Kent State,2309,2014,Mid-American,11,2.6,2,9,2,4,0,5
Kentucky,96,2014,SEC,12,4.4,5,7,5,2,0,5
Louisiana,309,2014,Sun Belt,13,8.4,9,4,4,2,4,2
Louisiana Monroe,2433,2014,Sun Belt,12,3.9,4,8,3,2,1,6
Louisiana Tech,2348,2014,Conference USA,14,9.5,9,5,4,1,4,4
Louisville,97,2014,ACC,13,10.5,9,4,5,1,4,2
LSU,99,2014,SEC,13,8.7,8,5,5,2,2,2
Marshall,276,2014,Conference USA,14,12.1,13,1,6,1,6,0
Maryland,120,2014,Big Ten,13,5.0,7,6,2,4,5,1
Memphis,235,2014,American Athletic,13,10.2,10,3,5,1,4,2
Miami,2390,2014,ACC,13,7.3,6,7,5,2,1,4
Miami (OH),193,2014,Mid-American,12,4.1,2,10,2,4,0,6
Michigan,130,2014,Big Ten,12,5.1,5,7,4,3,1,4
Michigan State,127,2014,Big Ten,13,10.6,11,2,6,1,4,1
Middle Tennessee,2393,2014,Conference USA,12,3.9,6,6,5,1,1,5
Minnesota,135,2014,Big Ten,13,8.0,8,5,6,1,2,3
Mississippi State,344,2014,SEC,13,9.5,10,3,7,0,3,2
Missouri,142,2014,SEC,14,10.7,11,3,5,2,5,0
Navy,2426,2014,FBS Independents,13,8.2,8,5,3,2,3,1
NC State,152,2014,ACC,13,7.4,8,5,4,3,3,2
Nebraska,158,2014,Big Ten,13,9.1,9,4,6,1,3,2
Nevada,2440,2014,Mountain West,13,5.4,7,6,3,3,4,2
New Mexico,167,2014,Mountain West,12,2.9,4,8,1,5,3,3
New Mexico State,166,2014,Sun Belt,12,1.9,2,10,1,5,1,5
North Carolina,153,2014,ACC,13,4.8,6,7,4,2,2,4
Northern Illinois,2459,2014,Mid-American,14,9.5,11,3,4,1,6,1
North Texas,249,2014,Conference USA,12,3.2,4,8,4,2,0,6
Northwestern,77,2014,Big Ten,12,5.3,5,7,2,5,3,2
Notre Dame,87,2014,FBS Independents,13,8.0,8,5,4,2,0,3
Ohio,195,2014,Mid-American,12,4.6,6,6,4,2,2,4
Ohio State,194,2014,Big Ten,15,12.8,14,1,6,1,4,0
Oklahoma,201,2014,Big 12,13,8.5,8,5,3,3,4,1
Oklahoma State,197,2014,Big 12,13,5.3,7,6,4,2,2,3
Old Dominion,295,2014,Conference USA,12,4.9,6,6,4,2,2,4
Ole Miss,145,2014,SEC,13,8.0,9,4,6,1,2,2
Oregon,2483,2014,Pac-12,15,12.5,13,2,6,1,5,0
Oregon State,204,2014,Pac-12,12,4.8,5,7,3,4,2,3
Penn State,213,2014,Big Ten,13,7.7,7,6,3,4,2,2
Pittsburgh,221,2014,ACC,13,5.7,6,7,3,4,3,2
Purdue,2509,2014,Big Ten,12,2.6,3,9,2,5,1,3
Rice,242,2014,Conference USA,13,8.0,8,5,4,1,3,4
Rutgers,164,2014,Big Ten,13,5.9,8,5,3,2,3,3
San Diego State,21,2014,Mountain West,13,7.3,7,6,5,0,1,5
San José State,23,2014,Mountain West,12,4.1,3,9,2,3,1,6
SMU,2567,2014,American Athletic,12,1.2,1,11,0,6,1,5
South Alabama,6,2014,Sun Belt,13,5.3,6,7,3,3,3,3
South Carolina,2579,2014,SEC,13,5.4,7,6,4,3,2,3
Southern Mississippi,2572,2014,Conference USA,12,2.8,3,9,2,4,1,5
South Florida,58,2014,American Athletic,12,2.2,4,8,2,5,2,3
Stanford,24,2014,Pac-12,13,8.1,8,5,4,2,3,3
Syracuse,183,2014,ACC,12,2.7,3,9,1,5,2,3
TCU,2628,2014,Big 12,13,10.7,12,1,7,0,4,1
Temple,218,2014,American Athletic,12,5.5,6,6,3,3,3,3
Tennessee,2633,2014,SEC,13,7.8,7,6,4,3,2,3
Texas,251,2014,Big 12,13,7.2,6,7,3,3,3,1
Texas A&M,245,2014,SEC,13,6.3,8,5,3,3,3,2
Texas State,326,2014,Sun Belt,12,5.9,7,5,3,3,4,2
Texas Tech,2641,2014,Big 12,12,4.3,4,8,2,4,2,3
Toledo,2649,2014,Mid-American,13,8.2,9,4,5,1,3,3
Troy,2653,2014,Sun Belt,12,5.1,3,9,2,4,1,5
Tulane,2655,2014,American Athletic,12,3.7,3,9,2,4,1,5
Tulsa,202,2014,American Athletic,12,2.6,2,10,2,4,0,6
UAB,5,2014,Conference USA,12,4.9,6,6,2,3,3,3
UCF,2116,2014,American Athletic,13,7.6,9,4,6,0,3,2
