team,year,rank,points,talent_level,blue_chip,total,blue_sums,total_sums,blue_chip_ratio
Tulane,2012,83,124.65,132.82,0.0,16.0,0.0,87.0,0.0
Hawai'i,2012,84,124.09,126.35000000000001,1.0,16.0,1.0,85.0,0.011764705882352941
Rice,2012,85,123.63,117.26,0.0,23.0,0.0,82.0,0.0
Air Force,2012,86,121.39,80.26,0.0,38.0,0.0,84.0,0.0
Miami (OH),2012,87,121.01,111.58500000000001,0.0,24.0,0.0,89.0,0.0
New Mexico State,2012,88,120.43,93.63499999999999,1.0,9.0,1.0,40.0,0.025
Tulsa,2012,89,120.37,145.0375,0.0,18.0,1.0,82.0,0.012195121951219513
Central Michigan,2012,90,120.28,119.4075,0.0,23.0,0.0,96.0,0.0
Western Michigan,2012,91,120.13,121.0125,0.0,23.0,0.0,88.0,0.0
Memphis,2012,92,116.8,135.4575,0.0,21.0,0.0,72.0,0.0
Ohio,2012,93,116.72,97.805,0.0,18.0,0.0,66.0,0.0
Bowling Green,2012,94,115.2,117.015,0.0,16.0,0.0,83.0,0.0
New Mexico,2012,95,113.27,105.935,0.0,20.0,1.0,71.0,0.014084507042253521
UCF,2012,96,113.11,156.0825,0.0,14.0,4.0,78.0,0.05128205128205128
Western Kentucky,2012,97,111.94,0.0,0.0,11.0,,,0.0
Louisiana Tech,2012,98,111.9,118.38999999999999,0.0,12.0,0.0,64.0,0.0
Troy,2012,99,111.64,113.29499999999999,0.0,20.0,0.0,86.0,0.0
North Texas,2012,100,108.78,91.035,0.0,21.0,0.0,67.0,0.0
UNLV,2012,101,106.3,107.345,0.0,18.0,0.0,66.0,0.0
Kent State,2012,102,105.08,103.7075,0.0,23.0,0.0,70.0,0.0
Northern Illinois,2012,103,104.53,106.58,0.0,31.0,0.0,92.0,0.0
San José State,2012,104,103.14,73.11500000000001,0.0,19.0,0.0,57.0,0.0
Ball State,2012,105,103.09,97.8225,0.0,22.0,0.0,84.0,0.0
UTEP,2012,106,102.75,0.0,0.0,22.0,,,0.0
Louisiana,2012,107,97.59,88.16499999999999,0.0,20.0,0.0,75.0,0.0
Eastern Michigan,2012,108,96.95,90.91000000000001,0.0,21.0,0.0,60.0,0.0
UAB,2012,109,96.91,114.69,0.0,22.0,0.0,79.0,0.0
Utah State,2012,111,96.05,91.2325,0.0,10.0,0.0,54.0,0.0
Texas State,2012,112,94.09,0.0,0.0,10.0,,,0.0
South Alabama,2012,113,93.33,0.0,0.0,13.0,,,0.0
Wyoming,2012,114,92.41,103.92749999999998,0.0,19.0,0.0,75.0,0.0
Fresno State,2012,115,89.62,115.6225,0.0,13.0,1.0,65.0,0.015384615384615385
Louisiana Monroe,2012,116,89.23,87.21000000000001,0.0,20.0,0.0,80.0,0.0
Buffalo,2012,117,89.13,91.815,0.0,18.0,0.0,81.0,0.0
Navy,2012,118,89.01,57.1325,0.0,15.0,0.0,43.0,0.0
Middle Tennessee,2012,119,87.49,94.6475,0.0,17.0,0.0,72.0,0.0
Colorado State,2012,120,74.75,123.825,0.0,21.0,0.0,91.0,0.0
Akron,2012,121,70.1,95.49249999999999,0.0,21.0,0.0,79.0,0.0
UT San Antonio,2012,122,62.13,0.0,0.0,5.0,,,0.0
James Madison,2012,124,54.11,0.0,0.0,8.0,,,0.0
Appalachian State,2012,125,46.27,0.0,0.0,5.0,,,0.0
Army,2012,126,45.41,72.9275,0.0,14.0,0.0,100.0,0.0
Old Dominion,2012,127,40.57,0.0,0.0,7.0,,,0.0
Georgia State,2012,128,28.35,0.0,0.0,4.0,,,0.0
Georgia Southern,2012,131,25.1,0.0,0.0,2.0,,,0.0
Liberty,2012,134,22.63,0.0,0.0,2.0,,,0.0
UMass,2012,138,19.91,0.0,0.0,2.0,,,0.0
Charlotte,2012,140,19.34,0.0,0.0,3.0,,,0.0
Coastal Carolina,2012,153,10.62,0.0,0.0,2.0,,,0.0
Alabama,2013,1,319.5,303.83,17.0,25.0,65.0,93.0,0.6989247311827957
Ohio State,2013,2,303.35,276.3325,19.0,24.0,58.0,88.0,0.6590909090909091
Florida,2013,3,291.89,291.255,15.0,27.0,62.0,95.0,0.6526315789473685
Michigan,2013,4,288.74,253.14,19.0,29.0,47.0,104.0,0.4519230769230769
Notre Dame,2013,5,284.77,261.57,19.0,23.0,47.0,86.0,0.5465116279069767
LSU,2013,6,281.05,268.52250000000004,18.0,23.0,58.0,94.0,0.6170212765957447
UCLA,2013,7,276.33,240.035,19.0,27.0,39.0,91.0,0.42857142857142855
Ole Miss,2013,8,275.52,229.08999999999997,10.0,27.0,22.0,83.0,0.26506024096385544
Texas A&M,2013,9,267.75,237.70999999999998,14.0,31.0,36.0,91.0,0.3956043956043956
Auburn,2013,10,267.46,271.87249999999995,9.0,19.0,47.0,91.0,0.5164835164835165
Florida State,2013,11,262.69,280.31,11.0,21.0,49.0,91.0,0.5384615384615384
Georgia,2013,12,260.38,268.0,12.0,27.0,41.0,88.0,0.4659090909090909
USC,2013,13,256.44,278.08500000000004,13.0,13.0,55.0,70.0,0.7857142857142857
Miami,2013,14,249.66,241.705,9.0,14.0,30.0,86.0,0.3488372093023256
Clemson,2013,15,249.66,244.79,10.0,21.0,32.0,89.0,0.3595505617977528
Oklahoma,2013,16,241.93,259.345,8.0,21.0,45.0,85.0,0.5294117647058824
Texas,2013,17,234.52,282.69,9.0,13.0,66.0,86.0,0.7674418604651163
Washington,2013,18,234.2,228.49249999999998,7.0,22.0,25.0,98.0,0.25510204081632654
Oregon,2013,19,227.16,246.595,9.0,19.0,38.0,78.0,0.48717948717948717
South Carolina,2013,20,224.01,231.815,5.0,21.0,23.0,95.0,0.24210526315789474
Virginia Tech,2013,21,223.82,214.815,5.0,19.0,18.0,86.0,0.20930232558139536
Nebraska,2013,22,220.72,224.9475,6.0,23.0,25.0,74.0,0.33783783783783783
Arkansas,2013,23,216.6,217.0375,4.0,19.0,16.0,93.0,0.17204301075268819
Mississippi State,2013,24,214.76,208.1175,4.0,19.0,14.0,88.0,0.1590909090909091
Tennessee,2013,25,214.06,245.55249999999998,4.0,20.0,31.0,87.0,0.3563218390804598
Vanderbilt,2013,26,211.23,189.46749999999997,4.0,27.0,7.0,93.0,0.07526881720430108
Baylor,2013,27,209.23,201.98499999999999,3.0,22.0,11.0,84.0,0.13095238095238096
North Carolina,2013,28,206.42,215.385,6.0,18.0,19.0,83.0,0.2289156626506024
Virginia,2013,29,201.88,204.20250000000001,2.0,21.0,12.0,89.0,0.1348314606741573
West Virginia,2013,30,201.03,194.9325,2.0,19.0,9.0,84.0,0.10714285714285714
Oklahoma State,2013,31,199.52,209.815,3.0,21.0,13.0,91.0,0.14285714285714285
Pittsburgh,2013,32,196.04,189.39,3.0,26.0,10.0,83.0,0.12048192771084337
Penn State,2013,33,195.7,209.84,4.0,17.0,25.0,71.0,0.352112676056338
Kentucky,2013,34,195.55,189.76999999999998,2.0,19.0,6.0,93.0,0.06451612903225806
TCU,2013,35,194.83,203.44000000000003,2.0,22.0,10.0,86.0,0.11627906976744186
Louisville,2013,36,194.03,198.47750000000002,3.0,17.0,11.0,78.0,0.14102564102564102
Michigan State,2013,37,193.96,207.28000000000003,4.0,19.0,15.0,85.0,0.17647058823529413
Maryland,2013,38,193.11,191.6775,2.0,21.0,9.0,82.0,0.10975609756097561
Arizona State,2013,39,192.78,187.01749999999998,1.0,16.0,3.0,66.0,0.045454545454545456
Wisconsin,2013,40,191.08,180.06000000000003,1.0,24.0,8.0,83.0,0.0963855421686747
California,2013,41,190.85,223.0575,2.0,22.0,29.0,75.0,0.38666666666666666
Indiana,2013,42,190.33,172.2175,4.0,21.0,4.0,84.0,0.047619047619047616
Missouri,2013,43,189.91,197.34250000000003,2.0,19.0,12.0,74.0,0.16216216216216217
Arizona,2013,44,188.91,184.715,1.0,28.0,4.0,90.0,0.044444444444444446
Oregon State,2013,45,186.6,184.1725,1.0,19.0,4.0,78.0,0.05128205128205128
Texas Tech,2013,46,182.16,210.18,0.0,18.0,13.0,86.0,0.1511627906976744
Utah,2013,47,181.27,192.6225,0.0,24.0,5.0,77.0,0.06493506493506493
Rutgers,2013,48,180.79,199.75,1.0,20.0,13.0,83.0,0.1566265060240964
Kansas,2013,49,180.28,166.255,0.0,9.0,0.0,62.0,0.0
Washington State,2013,50,177.9,168.24,1.0,27.0,2.0,90.0,0.022222222222222223
Illinois,2013,51,176.35,175.6075,1.0,21.0,2.0,91.0,0.02197802197802198
Stanford,2013,52,175.38,224.13500000000002,4.0,12.0,25.0,75.0,0.3333333333333333
Northwestern,2013,53,174.64,170.20999999999998,1.0,19.0,2.0,73.0,0.0273972602739726
South Florida,2013,54,173.74,170.33,0.0,22.0,4.0,70.0,0.05714285714285714
Boise State,2013,55,173.51,154.64,0.0,19.0,0.0,67.0,0.0
Iowa,2013,56,171.96,197.45499999999998,0.0,21.0,12.0,90.0,0.13333333333333333
Houston,2013,57,171.4,166.695,0.0,20.0,1.0,85.0,0.011764705882352941
Marshall,2013,58,170.81,155.7175,0.0,16.0,1.0,78.0,0.01282051282051282
NC State,2013,59,166.04,174.32999999999998,0.0,23.0,5.0,76.0,0.06578947368421052
Cincinnati,2013,60,162.33,175.1425,1.0,12.0,3.0,85.0,0.03529411764705882
Purdue,2013,61,162.05,166.63500000000002,1.0,23.0,4.0,82.0,0.04878048780487805
Connecticut,2013,62,160.61,143.3175,0.0,27.0,0.0,83.0,0.0
Iowa State,2013,63,159.52,160.9975,1.0,22.0,1.0,85.0,0.011764705882352941
Kansas State,2013,64,158.71,156.14499999999998,0.0,14.0,0.0,59.0,0.0
Wake Forest,2013,65,153.0,158.11,0.0,25.0,1.0,79.0,0.012658227848101266
BYU,2013,66,152.55,164.1775,0.0,21.0,5.0,77.0,0.06493506493506493
Minnesota,2013,67,152.11,166.6825,0.0,22.0,1.0,86.0,0.011627906976744186
Colorado,2013,68,151.29,171.6525,0.0,20.0,4.0,87.0,0.04597701149425287
San Diego State,2013,69,151.17,143.74,0.0,20.0,0.0,83.0,0.0
Georgia Tech,2013,70,149.34,177.20250000000001,1.0,14.0,7.0,73.0,0.0958904109589041
Duke,2013,71,148.96,158.78,0.0,20.0,0.0,82.0,0.0
SMU,2013,72,148.4,154.98250000000002,0.0,23.0,2.0,97.0,0.020618556701030927
East Carolina,2013,73,146.66,142.685,0.0,25.0,0.0,74.0,0.0
Syracuse,2013,74,144.37,162.58,0.0,14.0,2.0,84.0,0.023809523809523808
Fresno State,2013,75,142.76,118.7125,0.0,17.0,0.0,65.0,0.0
Toledo,2013,76,141.96,140.615,0.0,21.0,1.0,81.0,0.012345679012345678
Temple,2013,77,140.29,128.7775,0.0,20.0,0.0,83.0,0.0
Hawai'i,2013,78,139.5,123.2675,0.0,19.0,1.0,82.0,0.012195121951219513
UCF,2013,79,139.32,150.09500000000003,0.0,20.0,2.0,78.0,0.02564102564102564
Louisiana,2013,80,138.35,103.475,0.0,17.0,0.0,80.0,0.0
Tulsa,2013,81,138.11,136.0125,0.0,22.0,0.0,81.0,0.0
Southern Mississippi,2013,82,136.46,140.465,0.0,23.0,1.0,87.0,0.011494252873563218
Tulane,2013,83,133.37,128.5225,0.0,22.0,0.0,85.0,0.0
Colorado State,2013,84,132.61,125.68500000000002,0.0,19.0,0.0,93.0,0.0
Bowling Green,2013,85,131.36,117.5775,0.0,22.0,0.0,83.0,0.0
Boston College,2013,86,126.19,163.5025,0.0,16.0,5.0,75.0,0.06666666666666667
Middle Tennessee,2013,87,125.23,91.9625,0.0,20.0,0.0,69.0,0.0
Nevada,2013,88,124.94,113.76249999999999,0.0,13.0,0.0,63.0,0.0
Louisiana Tech,2013,89,124.51,110.555,0.0,11.0,0.0,52.0,0.0
Memphis,2013,90,123.56,133.845,0.0,26.0,0.0,88.0,0.0
Rice,2013,91,123.22,114.67999999999999,0.0,19.0,0.0,78.0,0.0
South Alabama,2013,92,123.16,0.0,0.0,15.0,,,0.0
New Mexico,2013,93,122.45,112.66250000000001,0.0,20.0,1.0,74.0,0.013513513513513514
Texas State,2013,94,120.48,0.0,0.0,12.0,,,0.0
Western Kentucky,2013,95,120.24,111.075,0.0,26.0,0.0,76.0,0.0
Florida Atlantic,2013,96,119.58,92.975,0.0,19.0,0.0,70.0,0.0
UAB,2013,97,118.27,106.8025,0.0,27.0,0.0,87.0,0.0
UNLV,2013,98,117.06,103.4225,0.0,15.0,0.0,67.0,0.0
Troy,2013,99,114.51,98.81500000000001,0.0,22.0,0.0,80.0,0.0
Arkansas State,2013,100,113.75,116.53999999999999,0.0,18.0,0.0,70.0,0.0
UMass,2013,101,112.55,0.0,0.0,23.0,,,0.0
Northern Illinois,2013,102,108.89,105.1225,0.0,25.0,0.0,97.0,0.0
UT San Antonio,2013,103,108.72,0.0,0.0,17.0,,,0.0
Central Michigan,2013,104,108.05,107.91000000000001,0.0,19.0,0.0,85.0,0.0
Ball State,2013,105,107.69,103.39750000000001,0.0,19.0,0.0,82.0,0.0
Miami (OH),2013,106,107.36,106.0025,0.0,22.0,0.0,88.0,0.0
Air Force,2013,107,106.74,83.03999999999999,0.0,39.0,0.0,103.0,0.0
Western Michigan,2013,108,106.64,116.88,0.0,19.0,0.0,86.0,0.0
Utah State,2013,109,105.41,96.4825,0.0,17.0,0.0,57.0,0.0
Wyoming,2013,110,101.61,98.195,0.0,13.0,0.0,66.0,0.0
Georgia State,2013,111,101.05,0.0,0.0,21.0,,,0.0
Charlotte,2013,112,100.75,0.0,0.0,20.0,,,0.0
Eastern Michigan,2013,113,98.58,90.03,0.0,18.0,0.0,65.0,0.0
Florida International,2013,114,98.08,115.58,0.0,19.0,1.0,88.0,0.011363636363636364
Akron,2013,115,97.64,88.73249999999999,0.0,13.0,0.0,72.0,0.0
Navy,2013,116,97.15,76.5925,0.0,23.0,0.0,61.0,0.0
Ohio,2013,117,96.79,95.72500000000001,0.0,18.0,0.0,68.0,0.0
Kent State,2013,118,95.27,96.05,0.0,21.0,0.0,75.0,0.0
North Texas,2013,119,93.6,85.205,0.0,14.0,0.0,68.0,0.0
New Mexico State,2013,120,92.08,93.675,0.0,15.0,1.0,47.0,0.02127659574468085
UTEP,2013,121,88.53,94.2975,0.0,15.0,0.0,76.0,0.0
Old Dominion,2013,122,87.47,0.0,0.0,24.0,,,0.0
San José State,2013,123,83.62,94.02000000000001,0.0,14.0,0.0,70.0,0.0
Appalachian State,2013,125,78.64,0.0,0.0,15.0,,,0.0
Louisiana Monroe,2013,126,77.32,77.3475,0.0,15.0,0.0,71.0,0.0
Army,2013,127,74.07,74.33,0.0,13.0,0.0,88.0,0.0
Buffalo,2013,128,72.53,87.30250000000001,0.0,16.0,0.0,77.0,0.0
Jacksonville State,2013,134,42.28,0.0,0.0,4.0,,,0.0
Georgia Southern,2013,135,40.99,0.0,0.0,7.0,,,0.0
Coastal Carolina,2013,137,35.72,0.0,0.0,3.0,,,0.0
Sam Houston State,2013,164,20.96,0.0,0.0,2.0,,,0.0
James Madison,2013,178,13.66,0.0,0.0,1.0,,,0.0
Alabama,2014,1,319.71,312.7075,20.0,23.0,71.0,94.0,0.7553191489361702
LSU,2014,2,299.29,276.385,16.0,23.0,60.0,91.0,0.6593406593406593
Ohio State,2014,3,296.08,291.00750000000005,16.0,23.0,64.0,95.0,0.6736842105263158
Florida State,2014,4,286.79,284.155,15.0,27.0,54.0,92.0,0.5869565217391305
Texas A&M,2014,5,278.08,246.98499999999999,12.0,19.0,40.0,87.0,0.45977011494252873
Auburn,2014,6,277.12,271.85249999999996,11.0,20.0,46.0,83.0,0.5542168674698795
Tennessee,2014,7,274.77,246.355,13.0,29.0,33.0,93.0,0.3548387096774194
Georgia,2014,8,273.39,271.38,14.0,20.0,47.0,90.0,0.5222222222222223
Florida,2014,9,267.4,276.95,11.0,26.0,51.0,93.0,0.5483870967741935
USC,2014,10,264.86,270.6175,9.0,24.0,49.0,77.0,0.6363636363636364
Notre Dame,2014,11,260.44,266.2,16.0,23.0,56.0,85.0,0.6588235294117647
Miami,2014,12,256.08,243.33749999999998,8.0,25.0,30.0,84.0,0.35714285714285715
Stanford,2014,13,250.05,230.815,9.0,21.0,30.0,74.0,0.40540540540540543
Oklahoma,2014,14,248.94,250.68500000000003,9.0,26.0,37.0,81.0,0.4567901234567901
Ole Miss,2014,15,241.12,233.445,5.0,20.0,23.0,82.0,0.2804878048780488
Clemson,2014,16,240.73,250.4525,10.0,19.0,37.0,85.0,0.43529411764705883
Texas,2014,17,239.85,264.635,8.0,22.0,53.0,84.0,0.6309523809523809
UCLA,2014,18,239.74,234.01749999999998,8.0,19.0,36.0,87.0,0.41379310344827586
South Carolina,2014,19,239.33,239.04999999999998,10.0,20.0,29.0,95.0,0.30526315789473685
Michigan,2014,20,233.54,252.14000000000001,10.0,16.0,50.0,92.0,0.5434782608695652
Oregon,2014,21,232.44,241.985,6.0,19.0,34.0,77.0,0.44155844155844154
Kentucky,2014,22,225.4,198.41250000000002,6.0,27.0,11.0,96.0,0.11458333333333333
Arizona State,2014,23,223.19,191.995,7.0,21.0,10.0,67.0,0.14925373134328357
Penn State,2014,24,221.35,202.77,5.0,23.0,17.0,76.0,0.2236842105263158
Baylor,2014,25,218.13,204.98,4.0,24.0,13.0,85.0,0.15294117647058825
Michigan State,2014,26,217.62,205.29500000000002,4.0,22.0,13.0,82.0,0.15853658536585366
Oklahoma State,2014,27,217.59,210.9375,4.0,25.0,13.0,89.0,0.14606741573033707
Virginia Tech,2014,28,217.39,215.66,3.0,27.0,18.0,96.0,0.1875
Arkansas,2014,29,215.5,220.11,4.0,23.0,17.0,91.0,0.18681318681318682
North Carolina,2014,30,213.58,212.62,3.0,22.0,17.0,86.0,0.19767441860465115
Arizona,2014,31,213.29,192.09999999999997,5.0,26.0,8.0,97.0,0.08247422680412371
Wisconsin,2014,32,205.44,182.8375,3.0,28.0,10.0,86.0,0.11627906976744186
Virginia,2014,33,205.34,212.96999999999997,4.0,15.0,16.0,87.0,0.1839080459770115
NC State,2014,34,201.31,172.595,2.0,31.0,3.0,91.0,0.03296703296703297
Nebraska,2014,35,200.24,220.08249999999998,3.0,24.0,24.0,80.0,0.3
Mississippi State,2014,36,199.92,204.98,3.0,22.0,13.0,86.0,0.1511627906976744
Missouri,2014,37,198.53,189.72500000000002,3.0,28.0,9.0,78.0,0.11538461538461539
Washington,2014,38,198.52,219.53500000000003,4.0,25.0,22.0,92.0,0.2391304347826087
West Virginia,2014,39,194.85,190.7225,2.0,17.0,7.0,84.0,0.08333333333333333
Texas Tech,2014,40,191.82,206.30499999999998,0.0,19.0,11.0,78.0,0.14102564102564102
Maryland,2014,41,190.98,188.005,3.0,15.0,9.0,76.0,0.11842105263157894
South Florida,2014,42,189.74,172.15,0.0,23.0,2.0,77.0,0.025974025974025976
TCU,2014,43,188.64,202.58,2.0,22.0,10.0,90.0,0.1111111111111111
Pittsburgh,2014,44,187.66,183.1975,2.0,23.0,10.0,85.0,0.11764705882352941
Louisville,2014,45,183.64,195.09249999999997,0.0,19.0,8.0,75.0,0.10666666666666667
Vanderbilt,2014,46,183.05,188.13250000000002,2.0,23.0,8.0,92.0,0.08695652173913043
Northwestern,2014,47,182.68,171.6675,4.0,16.0,6.0,72.0,0.08333333333333333
Indiana,2014,48,180.46,176.235,1.0,29.0,5.0,90.0,0.05555555555555555
Kansas State,2014,49,178.29,159.605,0.0,16.0,0.0,62.0,0.0
Kansas,2014,50,177.14,166.065,1.0,15.0,1.0,59.0,0.01694915254237288
Boston College,2014,51,177.12,158.5575,0.0,28.0,1.0,83.0,0.012048192771084338
Syracuse,2014,52,176.87,161.76250000000002,1.0,23.0,3.0,79.0,0.0379746835443038
Washington State,2014,53,176.62,168.05,0.0,23.0,2.0,92.0,0.021739130434782608
Georgia Tech,2014,54,175.71,170.82750000000001,1.0,20.0,4.0,74.0,0.05405405405405406
California,2014,55,174.52,208.23749999999998,2.0,14.0,22.0,72.0,0.3055555555555556
Rutgers,2014,56,174.14,196.7625,0.0,24.0,11.0,83.0,0.13253012048192772
Minnesota,2014,57,172.32,163.145,1.0,26.0,1.0,91.0,0.01098901098901099
Iowa,2014,58,171.84,188.38,0.0,19.0,8.0,88.0,0.09090909090909091
Iowa State,2014,59,171.65,160.11,1.0,18.0,2.0,79.0,0.02531645569620253
Oregon State,2014,60,166.96,181.2575,0.0,25.0,2.0,86.0,0.023255813953488372
Duke,2014,61,166.35,157.41500000000002,0.0,19.0,0.0,79.0,0.0
Marshall,2014,62,165.64,156.055,1.0,23.0,2.0,76.0,0.02631578947368421
Boise State,2014,63,163.09,166.42,1.0,18.0,1.0,76.0,0.013157894736842105
BYU,2014,64,161.71,151.715,1.0,18.0,3.0,69.0,0.043478260869565216
Cincinnati,2014,65,161.43,169.44750000000002,0.0,22.0,2.0,84.0,0.023809523809523808
Utah,2014,66,160.67,182.23999999999998,1.0,17.0,6.0,77.0,0.07792207792207792
Wake Forest,2014,67,160.4,153.59,0.0,26.0,0.0,86.0,0.0
UCF,2014,68,159.55,142.68,1.0,16.0,1.0,70.0,0.014285714285714285
Temple,2014,69,156.27,132.51749999999998,0.0,25.0,0.0,87.0,0.0
Purdue,2014,70,156.02,159.055,0.0,19.0,3.0,77.0,0.03896103896103896
Western Michigan,2014,71,153.42,118.5775,0.0,24.0,0.0,86.0,0.0
Illinois,2014,72,153.35,168.92749999999998,0.0,13.0,2.0,80.0,0.025
San Diego State,2014,73,147.92,139.225,0.0,18.0,0.0,81.0,0.0
Colorado,2014,74,147.9,162.65,0.0,21.0,2.0,86.0,0.023255813953488372
Houston,2014,75,144.26,156.405,0.0,25.0,1.0,84.0,0.011904761904761904
East Carolina,2014,76,136.87,138.665,0.0,24.0,0.0,83.0,0.0
Old Dominion,2014,77,136.07,68.1075,0.0,26.0,0.0,58.0,0.0
Memphis,2014,78,135.91,124.68750000000001,0.0,16.0,0.0,86.0,0.0
Tulsa,2014,79,130.3,125.54000000000002,0.0,23.0,0.0,83.0,0.0
SMU,2014,80,128.23,142.76,0.0,22.0,1.0,94.0,0.010638297872340425
Nevada,2014,81,126.15,109.14,0.0,24.0,0.0,68.0,0.0
Southern Mississippi,2014,82,125.74,124.11250000000001,0.0,20.0,1.0,85.0,0.011764705882352941
San José State,2014,83,124.98,90.1425,0.0,19.0,0.0,69.0,0.0
Fresno State,2014,84,124.42,106.025,0.0,23.0,0.0,69.0,0.0
Middle Tennessee,2014,85,124.03,100.855,0.0,14.0,0.0,68.0,0.0
Colorado State,2014,86,122.77,113.23,0.0,21.0,0.0,86.0,0.0
Appalachian State,2014,87,121.25,62.620000000000005,0.0,27.0,0.0,48.0,0.0
Western Kentucky,2014,88,121.12,109.7775,0.0,17.0,0.0,80.0,0.0
Louisiana Tech,2014,89,119.17,101.79249999999999,0.0,18.0,0.0,55.0,0.0
Tulane,2014,90,118.86,121.92,0.0,20.0,0.0,80.0,0.0
Rice,2014,91,117.7,108.065,0.0,19.0,0.0,80.0,0.0
Toledo,2014,92,115.38,132.15,0.0,24.0,1.0,88.0,0.011363636363636364
New Mexico,2014,93,112.56,101.5325,0.0,15.0,0.0,70.0,0.0
Florida Atlantic,2014,94,111.77,104.38999999999999,0.0,23.0,0.0,84.0,0.0
Arkansas State,2014,95,111.51,108.88250000000001,0.0,20.0,0.0,72.0,0.0
Georgia Southern,2014,96,111.25,47.667500000000004,0.0,15.0,0.0,25.0,0.0
Texas State,2014,97,109.9,84.255,0.0,17.0,0.0,40.0,0.0
Northern Illinois,2014,98,109.52,97.69,0.0,29.0,0.0,104.0,0.0
Hawai'i,2014,99,108.34,111.42500000000001,0.0,19.0,1.0,75.0,0.013333333333333334
Buffalo,2014,100,108.06,82.9,0.0,21.0,0.0,77.0,0.0
Ball State,2014,101,107.53,94.71000000000001,0.0,18.0,0.0,78.0,0.0
Ohio,2014,102,105.12,96.6075,0.0,22.0,0.0,78.0,0.0
North Texas,2014,103,105.0,90.635,0.0,20.0,0.0,77.0,0.0
Georgia State,2014,105,102.91,58.0775,0.0,17.0,0.0,45.0,0.0
Bowling Green,2014,106,102.64,106.69749999999999,0.0,17.0,0.0,74.0,0.0
Louisiana,2014,107,102.49,107.48750000000001,0.0,17.0,0.0,78.0,0.0
Navy,2014,108,101.9,92.405,0.0,21.0,0.0,78.0,0.0
Florida International,2014,109,100.66,102.36,0.0,26.0,0.0,96.0,0.0
Connecticut,2014,110,98.31,130.12,0.0,15.0,0.0,78.0,0.0
Utah State,2014,111,97.8,88.94749999999999,0.0,22.0,0.0,59.0,0.0
Air Force,2014,112,97.78,100.9425,0.0,23.0,0.0,124.0,0.0
Akron,2014,113,97.33,78.8425,0.0,16.0,0.0,68.0,0.0
UAB,2014,114,96.13,93.21249999999999,0.0,18.0,0.0,87.0,0.0
South Alabama,2014,115,96.08,97.2325,0.0,15.0,0.0,57.0,0.0
Central Michigan,2014,116,91.2,98.7925,0.0,18.0,0.0,84.0,0.0
UNLV,2014,117,91.15,92.0975,0.0,11.0,0.0,60.0,0.0
UTEP,2014,118,89.53,78.9625,0.0,20.0,0.0,74.0,0.0
Charlotte,2014,119,89.2,0.0,0.0,20.0,,,0.0
UMass,2014,120,87.9,56.7575,0.0,13.0,0.0,39.0,0.0
Army,2014,121,87.22,71.1475,0.0,21.0,0.0,75.0,0.0
New Mexico State,2014,122,86.79,82.35749999999999,0.0,25.0,1.0,61.0,0.01639344262295082
Kent State,2014,123,86.65,83.1425,0.0,21.0,0.0,81.0,0.0
Eastern Michigan,2014,124,84.89,83.5275,0.0,17.0,0.0,67.0,0.0
Miami (OH),2014,125,84.76,92.61250000000001,0.0,25.0,0.0,90.0,0.0
Louisiana Monroe,2014,126,84.48,77.1875,0.0,21.0,0.0,76.0,0.0
UT San Antonio,2014,127,81.73,64.8125,0.0,16.0,0.0,39.0,0.0
Wyoming,2014,128,80.87,83.6775,0.0,20.0,0.0,71.0,0.0
Troy,2014,132,64.21,85.5475,0.0,7.0,0.0,63.0,0.0
Jacksonville State,2014,136,47.91,0.0,0.0,8.0,,,0.0
James Madison,2014,166,20.2,0.0,0.0,4.0,,,0.0
Coastal Carolina,2014,168,19.95,0.0,0.0,2.0,,,0.0
Sam Houston State,2014,193,13.29,0.0,0.0,2.0,,,0.0
Liberty,2014,224,7.63,0.0,0.0,2.0,,,0.0
Alabama,2015,1,311.1,315.85749999999996,21.0,25.0,76.0,98.0,0.7755102040816326
USC,2015,2,310.88,276.59000000000003,19.0,26.0,52.0,78.0,0.6666666666666666
Florida State,2015,3,287.06,281.6625,13.0,19.0,53.0,84.0,0.6309523809523809
Tennessee,2015,4,286.26,254.475,14.0,33.0,39.0,101.0,0.38613861386138615
LSU,2015,5,284.37,279.315,14.0,26.0,64.0,95.0,0.6736842105263158
Georgia,2015,6,282.54,272.47,15.0,31.0,51.0,96.0,0.53125
Ohio State,2015,7,279.6,291.29,15.0,26.0,66.0,96.0,0.6875
Auburn,2015,8,278.31,271.175,18.0,27.0,49.0,86.0,0.5697674418604651
Clemson,2015,9,277.98,252.525,13.0,27.0,43.0,84.0,0.5119047619047619
Texas,2015,10,272.49,261.745,14.0,25.0,52.0,86.0,0.6046511627906976
Texas A&M,2015,11,270.61,266.27750000000003,13.0,23.0,49.0,91.0,0.5384615384615384
UCLA,2015,12,269.68,258.38,13.0,18.0,47.0,89.0,0.5280898876404494
Notre Dame,2015,13,267.79,265.3025,15.0,24.0,60.0,86.0,0.6976744186046512
Penn State,2015,14,250.0,214.92000000000002,13.0,24.0,25.0,84.0,0.2976190476190476
Oklahoma,2015,15,249.69,248.91000000000003,9.0,23.0,36.0,87.0,0.41379310344827586
Oregon,2015,16,245.79,239.16,7.0,20.0,32.0,76.0,0.42105263157894735
Ole Miss,2015,17,245.71,238.26,5.0,18.0,23.0,80.0,0.2875
