team,year,conference,elo,fpi,conference_rating
Ohio State,2020,Big Ten,2108.0,27.563,8.278571428571428
Oklahoma,2020,Big 12,2062.0,24.338,4.79
Oklahoma State,2020,Big 12,1742.0,14.378,4.79
Ole Miss,2020,SEC,1614.0,6.539,6.421428571428572
Oregon,2020,Pac-12,1797.0,14.319,5.666666666666667
Oregon State,2020,Pac-12,1423.0,1.221,5.666666666666667
Penn State,2020,Big Ten,1752.0,11.928,8.278571428571428
Pittsburgh,2020,ACC,1564.0,5.476,4.7
Purdue,2020,Big Ten,1455.0,3.755,8.278571428571428
Rice,2020,Conference USA,1421.0,-6.685,-6.635714285714286
Rutgers,2020,Big Ten,1339.0,-0.326,8.278571428571428
San Diego State,2020,Mountain West,1617.0,1.748,-5.383333333333333
San José State,2020,Mountain West,1519.0,-0.249,-5.383333333333333
SMU,2020,American Athletic,1531.0,0.885,-0.31666666666666665
South Alabama,2020,Sun Belt,1149.0,-13.168,-2.78
South Carolina,2020,SEC,1335.0,-1.709,6.421428571428572
Southern Mississippi,2020,Conference USA,1290.0,-14.79,-6.635714285714286
South Florida,2020,American Athletic,1126.0,-11.673,-0.31666666666666665
Stanford,2020,Pac-12,1486.0,6.808,5.666666666666667
Syracuse,2020,ACC,1287.0,-8.548,4.7
TCU,2020,Big 12,1719.0,12.231,4.79
Temple,2020,American Athletic,1206.0,-13.031,-0.31666666666666665
Tennessee,2020,SEC,1484.0,3.026,6.421428571428572
Texas,2020,Big 12,1900.0,19.519,4.79
Texas A&M,2020,SEC,1867.0,18.161,6.421428571428572
Texas State,2020,Sun Belt,1154.0,-14.074,-2.78
Texas Tech,2020,Big 12,1432.0,0.357,4.79
Toledo,2020,Mid-American,1415.0,-2.178,-9.516666666666667
Troy,2020,Sun Belt,1442.0,-4.783,-2.78
Tulane,2020,American Athletic,1646.0,1.283,-0.31666666666666665
Tulsa,2020,American Athletic,1538.0,6.357,-0.31666666666666665
UAB,2020,Conference USA,1531.0,1.511,-6.635714285714286
UCF,2020,American Athletic,1722.0,12.027,-0.31666666666666665
UCLA,2020,Pac-12,1525.0,8.457,5.666666666666667
UMass,2020,FBS Independents,841.0,-33.112,-2.2333333333333334
UNLV,2020,Mountain West,1134.0,-18.499,-5.383333333333333
USC,2020,Pac-12,1692.0,14.267,5.666666666666667
Utah,2020,Pac-12,1709.0,9.98,5.666666666666667
Utah State,2020,Mountain West,1228.0,-17.237,-5.383333333333333
UTEP,2020,Conference USA,1083.0,-22.75,-6.635714285714286
UT San Antonio,2020,Conference USA,1417.0,-8.4,-6.635714285714286
Vanderbilt,2020,SEC,1088.0,-12.73,6.421428571428572
Virginia,2020,ACC,1513.0,2.554,4.7
Virginia Tech,2020,ACC,1552.0,7.346,4.7
Wake Forest,2020,ACC,1529.0,5.004,4.7
Washington,2020,Pac-12,1724.0,7.332,5.666666666666667
Washington State,2020,Pac-12,1517.0,0.754,5.666666666666667
Western Kentucky,2020,Conference USA,1349.0,-10.017,-6.635714285714286
Western Michigan,2020,Mid-American,1515.0,-2.32,-9.516666666666667
West Virginia,2020,Big 12,1573.0,7.429,4.79
Wisconsin,2020,Big Ten,1867.0,18.121,8.278571428571428
Wyoming,2020,Mountain West,1584.0,-0.529,-5.383333333333333
Air Force,2021,Mountain West,1725.0,0.67,0.1
Akron,2021,Mid-American,895.0,-25.243,-6.758333333333333
Alabama,2021,SEC,2219.0,25.422,11.628571428571428
Arkansas,2021,SEC,1689.0,9.812,11.628571428571428
Army,2021,FBS Independents,1567.0,1.206,-5.671428571428572
Auburn,2021,SEC,1699.0,9.936,11.628571428571428
Ball State,2021,Mid-American,1365.0,-9.211,-6.758333333333333
Baylor,2021,Big 12,1785.0,12.371,7.79
Boise State,2021,Mountain West,1746.0,6.507,0.1
Boston College,2021,ACC,1415.0,0.004,6.121428571428571
Bowling Green,2021,Mid-American,1066.0,-18.658,-6.758333333333333
Buffalo,2021,Mid-American,1323.0,-8.846,-6.758333333333333
BYU,2021,FBS Independents,1723.0,5.946,-5.671428571428572
Central Michigan,2021,Mid-American,1554.0,-2.327,-6.758333333333333
Clemson,2021,ACC,1899.0,15.785,6.121428571428571
Colorado State,2021,Mountain West,1349.0,-8.637,0.1
Connecticut,2021,FBS Independents,926.0,-25.87,-5.671428571428572
Duke,2021,ACC,1002.0,-14.962,6.121428571428571
Eastern Michigan,2021,Mid-American,1320.0,-7.764,-6.758333333333333
Florida,2021,SEC,1609.0,7.616,11.628571428571428
Florida State,2021,ACC,1502.0,3.822,6.121428571428571
Fresno State,2021,Mountain West,1636.0,2.798,0.1
Georgia,2021,SEC,2220.0,30.024,11.628571428571428
Georgia Tech,2021,ACC,1270.0,-3.796,6.121428571428571
Hawai'i,2021,Mountain West,1398.0,-9.144,0.1
Illinois,2021,Big Ten,1495.0,0.482,9.521428571428572
Indiana,2021,Big Ten,1245.0,-4.088,9.521428571428572
Iowa,2021,Big Ten,1687.0,8.337,9.521428571428572
Iowa State,2021,Big 12,1919.0,15.289,7.79
Kansas,2021,Big 12,1041.0,-15.174,7.79
Kansas State,2021,Big 12,1675.0,7.216,7.79
Kent State,2021,Mid-American,1261.0,-9.046,-6.758333333333333
Kentucky,2021,SEC,1756.0,8.819,11.628571428571428
Liberty,2021,FBS Independents,1651.0,1.903,-5.671428571428572
Louisville,2021,ACC,1602.0,4.861,6.121428571428571
LSU,2021,SEC,1557.0,5.798,11.628571428571428
Maryland,2021,Big Ten,1495.0,1.078,9.521428571428572
Miami,2021,ACC,1606.0,9.535,6.121428571428571
Miami (OH),2021,Mid-American,1525.0,-4.099,-6.758333333333333
Michigan,2021,Big Ten,2022.0,20.652,9.521428571428572
Michigan State,2021,Big Ten,1595.0,10.812,9.521428571428572
Minnesota,2021,Big Ten,1709.0,9.122,9.521428571428572
Mississippi State,2021,SEC,1530.0,7.136,11.628571428571428
Missouri,2021,SEC,1356.0,-1.561,11.628571428571428
NC State,2021,ACC,1699.0,12.075,6.121428571428571
Nebraska,2021,Big Ten,1704.0,8.494,9.521428571428572
Nevada,2021,Mountain West,1597.0,1.51,0.1
New Mexico,2021,Mountain West,1094.0,-20.797,0.1
New Mexico State,2021,FBS Independents,1027.0,-25.024,-5.671428571428572
North Carolina,2021,ACC,1583.0,5.759,6.121428571428571
Northern Illinois,2021,Mid-American,1314.0,-7.345,-6.758333333333333
Northwestern,2021,Big Ten,1292.0,-7.467,9.521428571428572
Notre Dame,2021,FBS Independents,1990.0,16.663,-5.671428571428572
Ohio,2021,Mid-American,1303.0,-15.369,-6.758333333333333
Ohio State,2021,Big Ten,2149.0,23.978,9.521428571428572
Oklahoma,2021,Big 12,1874.0,17.593,7.79
Oklahoma State,2021,Big 12,1913.0,16.161,7.79
Ole Miss,2021,SEC,1737.0,10.982,11.628571428571428
Penn State,2021,Big Ten,1755.0,11.843,9.521428571428572
Pittsburgh,2021,ACC,1751.0,14.15,6.121428571428571
Purdue,2021,Big Ten,1703.0,9.429,9.521428571428572
Rutgers,2021,Big Ten,1298.0,-4.207,9.521428571428572
San Diego State,2021,Mountain West,1553.0,-0.004,0.1
San José State,2021,Mountain West,1258.0,-11.641,0.1
South Carolina,2021,SEC,1480.0,0.271,11.628571428571428
Syracuse,2021,ACC,1358.0,-1.366,6.121428571428571
TCU,2021,Big 12,1405.0,0.408,7.79
Tennessee,2021,SEC,1711.0,9.339,11.628571428571428
Texas,2021,Big 12,1700.0,9.464,7.79
Texas A&M,2021,SEC,1813.0,12.486,11.628571428571428
Texas Tech,2021,Big 12,1554.0,3.962,7.79
Toledo,2021,Mid-American,1552.0,1.012,-6.758333333333333
UMass,2021,FBS Independents,804.0,-30.067,-5.671428571428572
UNLV,2021,Mountain West,1201.0,-14.399,0.1
Utah State,2021,Mountain West,1599.0,-0.847,0.1
Vanderbilt,2021,SEC,1084.0,-16.901,11.628571428571428
Virginia,2021,ACC,1539.0,4.815,6.121428571428571
Virginia Tech,2021,ACC,1369.0,1.076,6.121428571428571
Wake Forest,2021,ACC,1711.0,9.585,6.121428571428571
Western Michigan,2021,Mid-American,1557.0,-1.096,-6.758333333333333
West Virginia,2021,Big 12,1485.0,4.197,7.79
Wisconsin,2021,Big Ten,1864.0,13.327,9.521428571428572
Wyoming,2021,Mountain West,1496.0,-5.435,0.1
Air Force,2022,Mountain West,1768.0,3.75,-10.666666666666666
Akron,2022,Mid-American,1154.0,-17.322,-13.075
Alabama,2022,SEC,2181.0,27.296,14.592857142857143
Appalachian State,2022,Sun Belt,1593.0,0.411,-2.407142857142857
Arizona,2022,Pac-12,1374.0,-2.006,6.133333333333333
Arizona State,2022,Pac-12,1446.0,-2.18,6.133333333333333
Arkansas,2022,SEC,1686.0,6.93,14.592857142857143
Arkansas State,2022,Sun Belt,1134.0,-12.029,-2.407142857142857
Army,2022,FBS Independents,1499.0,-2.508,-7.771428571428571
Auburn,2022,SEC,1596.0,6.205,14.592857142857143
Ball State,2022,Mid-American,1290.0,-13.093,-13.075
Baylor,2022,Big 12,1672.0,9.044,12.63
Boise State,2022,Mountain West,1712.0,3.797,-10.666666666666666
Boston College,2022,ACC,1222.0,-7.442,2.2
Bowling Green,2022,Mid-American,1126.0,-16.18,-13.075
Buffalo,2022,Mid-American,1386.0,-7.709,-13.075
California,2022,Pac-12,1406.0,-1.39,6.133333333333333
Central Michigan,2022,Mid-American,1306.0,-11.129,-13.075
Clemson,2022,ACC,1843.0,17.553,2.2
Coastal Carolina,2022,Sun Belt,1344.0,-6.531,-2.407142857142857
Colorado,2022,Pac-12,986.0,-17.068,6.133333333333333
Colorado State,2022,Mountain West,1252.0,-17.083,-10.666666666666666
Connecticut,2022,FBS Independents,1141.0,-14.733,-7.771428571428571
Duke,2022,ACC,1527.0,5.349,2.2
East Carolina,2022,American Athletic,1509.0,1.775,0.8818181818181818
Eastern Michigan,2022,Mid-American,1400.0,-9.685,-13.075
Florida,2022,SEC,1581.0,7.555,14.592857142857143
Florida International,2022,Conference USA,859.0,-25.404,-8.427272727272728
Florida State,2022,ACC,1848.0,15.503,2.2
Fresno State,2022,Mountain West,1766.0,3.726,-10.666666666666666
Georgia,2022,SEC,2300.0,29.908,14.592857142857143
Georgia Southern,2022,Sun Belt,1377.0,-6.049,-2.407142857142857
Georgia State,2022,Sun Belt,1486.0,-4.864,-2.407142857142857
Georgia Tech,2022,ACC,1272.0,-3.476,2.2
Hawai'i,2022,Mountain West,1120.0,-19.508,-10.666666666666666
Illinois,2022,Big Ten,1749.0,9.857,9.121428571428572
Indiana,2022,Big Ten,1332.0,-4.19,9.121428571428572
Iowa,2022,Big Ten,1748.0,7.409,9.121428571428572
Iowa State,2022,Big 12,1554.0,6.28,12.63
James Madison,2022,Sun Belt,1659.0,2.371,-2.407142857142857
Kansas,2022,Big 12,1373.0,3.37,12.63
Kansas State,2022,Big 12,1861.0,14.823,12.63
Kent State,2022,Mid-American,1345.0,-7.012,-13.075
Kentucky,2022,SEC,1606.0,5.824,14.592857142857143
Louisiana,2022,Sun Belt,1556.0,-2.136,-2.407142857142857
Louisiana Monroe,2022,Sun Belt,1117.0,-13.687,-2.407142857142857
Louisiana Tech,2022,Conference USA,1127.0,-13.24,-8.427272727272728
Louisville,2022,ACC,1753.0,10.719,2.2
LSU,2022,SEC,1871.0,17.436,14.592857142857143
Marshall,2022,Sun Belt,1563.0,-0.398,-2.407142857142857
Maryland,2022,Big Ten,1645.0,7.842,9.121428571428572
Memphis,2022,American Athletic,1568.0,4.188,0.8818181818181818
Miami,2022,ACC,1316.0,-0.466,2.2
Miami (OH),2022,Mid-American,1380.0,-11.731,-13.075
Michigan,2022,Big Ten,2124.0,23.62,9.121428571428572
Michigan State,2022,Big Ten,1550.0,5.288,9.121428571428572
Middle Tennessee,2022,Conference USA,1373.0,-6.562,-8.427272727272728
Minnesota,2022,Big Ten,1758.0,11.422,9.121428571428572
Mississippi State,2022,SEC,1694.0,13.237,14.592857142857143
Missouri,2022,SEC,1470.0,2.559,14.592857142857143
Navy,2022,American Athletic,1457.0,-3.458,0.8818181818181818
NC State,2022,ACC,1586.0,6.545,2.2
Nebraska,2022,Big Ten,1532.0,-0.651,9.121428571428572
Nevada,2022,Mountain West,1236.0,-16.465,-10.666666666666666
New Mexico,2022,Mountain West,1031.0,-19.076,-10.666666666666666
North Carolina,2022,ACC,1559.0,6.195,2.2
Northern Illinois,2022,Mid-American,1207.0,-14.204,-13.075
Northwestern,2022,Big Ten,1257.0,-7.588,9.121428571428572
Notre Dame,2022,FBS Independents,1850.0,12.6,-7.771428571428571
Ohio,2022,Mid-American,1474.0,-5.963,-13.075
Ohio State,2022,Big Ten,2107.0,25.771,9.121428571428572
Oklahoma,2022,Big 12,1662.0,9.969,12.63
Oklahoma State,2022,Big 12,1545.0,6.663,12.63
Old Dominion,2022,Sun Belt,1314.0,-10.538,-2.407142857142857
Ole Miss,2022,SEC,1634.0,12.342,14.592857142857143
Oregon,2022,Pac-12,1724.0,14.225,6.133333333333333
Oregon State,2022,Pac-12,1793.0,12.157,6.133333333333333
Penn State,2022,Big Ten,2000.0,19.477,9.121428571428572
Pittsburgh,2022,ACC,1687.0,7.918,2.2
Purdue,2022,Big Ten,1460.0,4.283,9.121428571428572
Rutgers,2022,Big Ten,1182.0,-7.796,9.121428571428572
San Diego State,2022,Mountain West,1483.0,-5.387,-10.666666666666666
San José State,2022,Mountain West,1444.0,-5.871,-10.666666666666666
SMU,2022,American Athletic,1504.0,2.267,0.8818181818181818
South Alabama,2022,Sun Belt,1485.0,-1.447,-2.407142857142857
South Carolina,2022,SEC,1620.0,4.416,14.592857142857143
Southern Mississippi,2022,Sun Belt,1305.0,-6.085,-2.407142857142857
South Florida,2022,American Athletic,1130.0,-10.481,0.8818181818181818
Stanford,2022,Pac-12,1237.0,-3.917,6.133333333333333
Syracuse,2022,ACC,1464.0,5.084,2.2
TCU,2022,Big 12,1729.0,14.378,12.63
Temple,2022,American Athletic,1144.0,-11.777,0.8818181818181818
Tennessee,2022,SEC,2000.0,22.728,14.592857142857143
Texas,2022,Big 12,1900.0,19.379,12.63
Texas A&M,2022,SEC,1629.0,7.2,14.592857142857143
Texas State,2022,Sun Belt,1191.0,-12.869,-2.407142857142857
Texas Tech,2022,Big 12,1633.0,8.326,12.63
Toledo,2022,Mid-American,1495.0,-3.347,-13.075
Troy,2022,Sun Belt,1585.0,1.884,-2.407142857142857
Tulane,2022,American Athletic,1710.0,9.496,0.8818181818181818
Tulsa,2022,American Athletic,1378.0,-4.107,0.8818181818181818
UCLA,2022,Pac-12,1684.0,8.553,6.133333333333333
UMass,2022,FBS Independents,861.0,-24.191,-7.771428571428571
UNLV,2022,Mountain West,1275.0,-10.768,-10.666666666666666
USC,2022,Pac-12,1745.0,13.164,6.133333333333333
Utah,2022,Pac-12,1915.0,19.146,6.133333333333333
Utah State,2022,Mountain West,1343.0,-11.489,-10.666666666666666
UTEP,2022,Conference USA,1304.0,-11.393,-8.427272727272728
Vanderbilt,2022,SEC,1234.0,-6.834,14.592857142857143
Virginia,2022,ACC,1340.0,-3.957,2.2
Virginia Tech,2022,ACC,1318.0,-6.192,2.2
Wake Forest,2022,ACC,1663.0,7.586,2.2
Washington,2022,Pac-12,1760.0,11.472,6.133333333333333
Washington State,2022,Pac-12,1587.0,3.766,6.133333333333333
Western Kentucky,2022,Conference USA,1693.0,5.077,-8.427272727272728
Western Michigan,2022,Mid-American,1301.0,-12.495,-13.075
West Virginia,2022,Big 12,1408.0,4.097,12.63
Wisconsin,2022,Big Ten,1706.0,8.148,9.121428571428572
Wyoming,2022,Mountain West,1364.0,-9.34,-10.666666666666666
Air Force,2023,Mountain West,1608.0,-0.348,-6.358333333333333
Akron,2023,Mid-American,1068.0,-20.022,-11.308333333333334
Alabama,2023,SEC,2032.0,24.925,11.67142857142857
Appalachian State,2023,Sun Belt,1617.0,-0.603,-3.2357142857142858
Arizona,2023,Pac-12,1822.0,11.44,6.133333333333333
Arizona State,2023,Pac-12,1283.0,-7.512,6.133333333333333
Arkansas,2023,SEC,1431.0,2.225,11.67142857142857
Arkansas State,2023,Sun Belt,1359.0,-8.951,-3.2357142857142858
Army,2023,FBS Independents,1388.0,-8.953,-4.25
Auburn,2023,SEC,1585.0,8.916,11.67142857142857
Ball State,2023,Mid-American,1262.0,-11.731,-11.308333333333334
Baylor,2023,Big 12,1384.0,-4.924,5.514285714285714
Boise State,2023,Mountain West,1690.0,5.186,-6.358333333333333
Boston College,2023,ACC,1345.0,-5.102,2.9642857142857144
Bowling Green,2023,Mid-American,1397.0,-5.514,-11.308333333333334
Buffalo,2023,Mid-American,1286.0,-13.592,-11.308333333333334
BYU,2023,Big 12,1364.0,-1.805,5.514285714285714
California,2023,Pac-12,1475.0,4.077,6.133333333333333
Central Michigan,2023,Mid-American,1250.0,-13.01,-11.308333333333334
Charlotte,2023,American Athletic,1055.0,-14.993,-7.742857142857143
Cincinnati,2023,Big 12,1342.0,-1.067,5.514285714285714
Clemson,2023,ACC,1764.0,13.892,2.9642857142857144
Coastal Carolina,2023,Sun Belt,1423.0,-2.807,-3.2357142857142858
Colorado,2023,Pac-12,1237.0,-2.096,6.133333333333333
Colorado State,2023,Mountain West,1276.0,-11.774,-6.358333333333333
Connecticut,2023,FBS Independents,1096.0,-15.874,-4.25
Duke,2023,ACC,1654.0,8.778,2.9642857142857144
East Carolina,2023,American Athletic,1356.0,-7.708,-7.742857142857143
Eastern Michigan,2023,Mid-American,1181.0,-14.689,-11.308333333333334
Florida,2023,SEC,1594.0,6.342,11.67142857142857
Florida Atlantic,2023,American Athletic,1383.0,-7.215,-7.742857142857143
Florida International,2023,Conference USA,997.0,-21.253,-7.888888888888889
Florida State,2023,ACC,1789.0,19.915,2.9642857142857144
Fresno State,2023,Mountain West,1588.0,-3.493,-6.358333333333333
Georgia,2023,SEC,2273.0,24.777,11.67142857142857
Georgia Southern,2023,Sun Belt,1326.0,-7.579,-3.2357142857142858
Georgia State,2023,Sun Belt,1375.0,-8.616,-3.2357142857142858
Georgia Tech,2023,ACC,1496.0,3.049,2.9642857142857144
Hawai'i,2023,Mountain West,1091.0,-14.93,-6.358333333333333
Houston,2023,Big 12,1421.0,-2.113,5.514285714285714
Illinois,2023,Big Ten,1504.0,0.543,6.078571428571428
Indiana,2023,Big Ten,1343.0,-2.761,6.078571428571428
Iowa,2023,Big Ten,1575.0,6.086,6.078571428571428
Iowa State,2023,Big 12,1669.0,8.877,5.514285714285714
Jacksonville State,2023,Conference USA,1558.0,-3.69,-7.888888888888889
James Madison,2023,Sun Belt,1787.0,6.522,-3.2357142857142858
Kansas,2023,Big 12,1679.0,9.088,5.514285714285714
Kansas State,2023,Big 12,1942.0,18.789,5.514285714285714
Kent State,2023,Mid-American,987.0,-23.961,-11.308333333333334
Kentucky,2023,SEC,1641.0,7.33,11.67142857142857
Liberty,2023,Conference USA,1609.0,3.816,-7.888888888888889
Louisiana,2023,Sun Belt,1494.0,-5.369,-3.2357142857142858
Louisiana Monroe,2023,Sun Belt,985.0,-19.6,-3.2357142857142858
Louisiana Tech,2023,Conference USA,1119.0,-15.166,-7.888888888888889
Louisville,2023,ACC,1688.0,11.36,2.9642857142857144
LSU,2023,SEC,1985.0,20.874,11.67142857142857
Marshall,2023,Sun Belt,1360.0,-5.714,-3.2357142857142858
Maryland,2023,Big Ten,1695.0,8.085,6.078571428571428
Memphis,2023,American Athletic,1604.0,2.782,-7.742857142857143
Miami,2023,ACC,1580.0,11.169,2.9642857142857144
Miami (OH),2023,Mid-American,1509.0,-1.253,-11.308333333333334
Michigan,2023,Big Ten,2210.0,27.625,6.078571428571428
Michigan State,2023,Big Ten,1338.0,-3.512,6.078571428571428
Middle Tennessee,2023,Conference USA,1351.0,-10.135,-7.888888888888889
Minnesota,2023,Big Ten,1488.0,-0.564,6.078571428571428
Mississippi State,2023,SEC,1421.0,0.859,11.67142857142857
Missouri,2023,SEC,1866.0,15.277,11.67142857142857
Navy,2023,American Athletic,1302.0,-12.092,-7.742857142857143
NC State,2023,ACC,1660.0,6.943,2.9642857142857144
Nebraska,2023,Big Ten,1511.0,0.695,6.078571428571428
Nevada,2023,Mountain West,1083.0,-19.065,-6.358333333333333
New Mexico,2023,Mountain West,1102.0,-14.483,-6.358333333333333
New Mexico State,2023,Conference USA,1399.0,-5.585,-7.888888888888889
North Carolina,2023,ACC,1569.0,10.237,2.9642857142857144
Northern Illinois,2023,Mid-American,1420.0,-7.254,-11.308333333333334
North Texas,2023,American Athletic,1369.0,-10.163,-7.742857142857143
Northwestern,2023,Big Ten,1498.0,-0.304,6.078571428571428
Notre Dame,2023,FBS Independents,2077.0,20.776,-4.25
Ohio,2023,Mid-American,1533.0,-5.037,-11.308333333333334
Ohio State,2023,Big Ten,2065.0,27.485,6.078571428571428
Oklahoma,2023,Big 12,1930.0,22.492,5.514285714285714
Oklahoma State,2023,Big 12,1533.0,6.132,5.514285714285714
Old Dominion,2023,Sun Belt,1359.0,-9.52,-3.2357142857142858
Ole Miss,2023,SEC,1737.0,15.302,11.67142857142857
Oregon,2023,Pac-12,2106.0,25.043,6.133333333333333
Oregon State,2023,Pac-12,1722.0,13.996,6.133333333333333
Penn State,2023,Big Ten,2000.0,25.618,6.078571428571428
Pittsburgh,2023,ACC,1404.0,-0.369,2.9642857142857144
Purdue,2023,Big Ten,1489.0,-0.634,6.078571428571428
Rice,2023,American Athletic,1294.0,-3.93,-7.742857142857143
Rutgers,2023,Big Ten,1441.0,2.552,6.078571428571428
Sam Houston State,2023,Conference USA,1332.0,-14.085,-7.888888888888889
San Diego State,2023,Mountain West,1375.0,-10.899,-6.358333333333333
San José State,2023,Mountain West,1566.0,0.229,-6.358333333333333
SMU,2023,American Athletic,1785.0,13.838,-7.742857142857143
South Alabama,2023,Sun Belt,1725.0,0.785,-3.2357142857142858
South Carolina,2023,SEC,1594.0,6.054,11.67142857142857
Southern Mississippi,2023,Sun Belt,1164.0,-14.169,-3.2357142857142858
South Florida,2023,American Athletic,1413.0,-9.854,-7.742857142857143
Stanford,2023,Pac-12,1180.0,-9.769,6.133333333333333
Syracuse,2023,ACC,1246.0,2.396,2.9642857142857144
TCU,2023,Big 12,1631.0,9.511,5.514285714285714
Temple,2023,American Athletic,1017.0,-19.353,-7.742857142857143
Tennessee,2023,SEC,1877.0,14.091,11.67142857142857
Texas,2023,Big 12,2025.0,23.196,5.514285714285714
Texas A&M,2023,SEC,1772.0,15.36,11.67142857142857
Texas State,2023,Sun Belt,1349.0,-8.459,-3.2357142857142858
Texas Tech,2023,Big 12,1562.0,6.237,5.514285714285714
Toledo,2023,Mid-American,1539.0,0.536,-11.308333333333334
Troy,2023,Sun Belt,1736.0,5.742,-3.2357142857142858
Tulane,2023,American Athletic,1598.0,3.05,-7.742857142857143
Tulsa,2023,American Athletic,1122.0,-13.345,-7.742857142857143
UAB,2023,American Athletic,1295.0,-10.908,-7.742857142857143
UCF,2023,Big 12,1617.0,9.736,5.514285714285714
UCLA,2023,Pac-12,1602.0,7.056,6.133333333333333
UMass,2023,FBS Independents,962.0,-17.844,-4.25
UNLV,2023,Mountain West,1494.0,-1.823,-6.358333333333333
USC,2023,Pac-12,1723.0,13.091,6.133333333333333
Utah,2023,Pac-12,1684.0,10.768,6.133333333333333
Utah State,2023,Mountain West,1269.0,-7.651,-6.358333333333333
UTEP,2023,Conference USA,1195.0,-14.68,-7.888888888888889
UT San Antonio,2023,American Athletic,1647.0,1.111,-7.742857142857143
Vanderbilt,2023,SEC,1176.0,-9.102,11.67142857142857
Virginia,2023,ACC,1216.0,-5.286,2.9642857142857144
Virginia Tech,2023,ACC,1657.0,4.101,2.9642857142857144
Wake Forest,2023,ACC,1397.0,-1.563,2.9642857142857144
Washington,2023,Pac-12,1879.0,17.544,6.133333333333333
Washington State,2023,Pac-12,1546.0,3.221,6.133333333333333
Western Kentucky,2023,Conference USA,1449.0,-5.151,-7.888888888888889
Western Michigan,2023,Mid-American,1223.0,-13.543,-11.308333333333334
West Virginia,2023,Big 12,1611.0,5.931,5.514285714285714
Wisconsin,2023,Big Ten,1631.0,6.043,6.078571428571428
Wyoming,2023,Mountain West,1494.0,-2.253,-6.358333333333333
