name,team,year,games,wins,losses
Madison Bell,SMU,1935,13,12,1
Madison Bell,SMU,1936,10,5,4
Madison Bell,SMU,1937,11,5,6
Madison Bell,SMU,1938,10,6,4
Madison Bell,SMU,1939,10,6,3
Madison Bell,SMU,1940,10,8,1
Madison Bell,SMU,1941,10,5,5
Madison Bell,SMU,1945,11,5,6
Madison Bell,SMU,1946,10,4,5
Madison Bell,SMU,1947,11,9,0
Madison Bell,SMU,1948,11,9,1
Madison Bell,SMU,1949,10,5,4
Richard Bell,South Carolina,1982,11,4,7
Walt Bell,UMass,2019,12,1,11
Walt Bell,UMass,2020,4,0,4
Walt Bell,UMass,2021,9,1,8
Emory Bellard,Texas A&M,1972,11,3,8
Emory Bellard,Texas A&M,1973,11,5,6
Emory Bellard,Texas A&M,1974,11,8,3
Emory Bellard,Texas A&M,1975,12,10,2
Emory Bellard,Texas A&M,1976,12,10,2
Emory Bellard,Texas A&M,1977,12,8,4
Emory Bellard,Texas A&M,1978,6,4,2
Emory Bellard,Mississippi State,1979,11,3,8
Emory Bellard,Mississippi State,1980,12,9,3
Emory Bellard,Mississippi State,1981,12,8,4
Emory Bellard,Mississippi State,1982,11,5,6
Emory Bellard,Mississippi State,1983,11,3,8
Emory Bellard,Mississippi State,1984,11,4,7
Emory Bellard,Mississippi State,1985,11,5,6
Mike Bellotti,Oregon,1995,12,9,3
Mike Bellotti,Oregon,1996,11,6,5
Mike Bellotti,Oregon,1997,12,7,5
Mike Bellotti,Oregon,1998,12,8,4
Mike Bellotti,Oregon,1999,12,9,3
Mike Bellotti,Oregon,2000,12,10,2
Mike Bellotti,Oregon,2001,12,11,1
Mike Bellotti,Oregon,2002,13,7,6
Mike Bellotti,Oregon,2003,13,8,5
Mike Bellotti,Oregon,2004,11,5,6
Mike Bellotti,Oregon,2005,12,10,2
Mike Bellotti,Oregon,2006,13,7,6
Mike Bellotti,Oregon,2007,13,9,4
Mike Bellotti,Oregon,2008,13,10,3
John Bender,Haskell,1908,9,3,5
John Bender,Haskell,1909,9,7,2
John Bender,Kansas State,1915,8,3,4
John Bender,Tennessee,1916,9,8,0
John Bender,Tennessee,1919,9,3,3
John Bender,Tennessee,1920,9,7,2
Chet Benefiel,Tulsa,1939,10,4,5
Chet Benefiel,Tulsa,1940,10,7,3
Christie Benet,South Carolina,1909,8,2,6
Phil Bennett,SMU,2002,12,3,9
Phil Bennett,SMU,2003,12,0,12
Phil Bennett,SMU,2004,11,3,8
Phil Bennett,SMU,2005,11,5,6
Phil Bennett,SMU,2006,12,6,6
Phil Bennett,SMU,2007,12,1,11
Phil Bennett,Pittsburgh,2010,1,1,0
Phil Bennett,North Texas,2022,1,0,1
Fred Bennion,Utah,1910,6,4,2
Fred Bennion,Utah,1911,7,5,1
Fred Bennion,Utah,1912,7,5,1
Fred Bennion,Utah,1913,7,2,4
Jerry Berndt,Pennsylvania,1981,10,1,9
Jerry Berndt,Rice,1986,11,4,7
Jerry Berndt,Rice,1987,11,2,9
Jerry Berndt,Rice,1988,11,0,11
Jerry Berndt,Temple,1989,11,1,10
Jerry Berndt,Temple,1990,11,7,4
Jerry Berndt,Temple,1991,11,2,9
Jerry Berndt,Temple,1992,11,1,10
Charles Bernier,Virginia Tech,1917,9,6,2
Charles Bernier,Virginia Tech,1918,7,7,0
Charles Bernier,Virginia Tech,1919,9,5,4
Charles Bernier,Hampden-Sydney,1925,9,3,5
Charles Bernier,Hampden-Sydney,1938,8,2,6
Frank Berrien,Navy,1908,12,9,2
Frank Berrien,Navy,1909,8,4,3
Frank Berrien,Navy,1910,9,8,0
T. Berry,Tulane,1904,7,5,2
Todd Berry,Army,2000,11,1,10
Todd Berry,Army,2001,11,3,8
Todd Berry,Army,2002,12,1,11
Todd Berry,Army,2003,6,0,6
Todd Berry,Louisiana Monroe,2010,12,5,7
Todd Berry,Louisiana Monroe,2011,12,4,8
Todd Berry,Louisiana Monroe,2012,13,8,5
Todd Berry,Louisiana Monroe,2013,12,6,6
Todd Berry,Louisiana Monroe,2014,12,4,8
Todd Berry,Louisiana Monroe,2015,12,2,11
Charles Best,Purdue,1902,10,7,2
Dick Bestwick,Virginia,1976,11,2,9
Dick Bestwick,Virginia,1977,11,1,9
Dick Bestwick,Virginia,1978,11,2,9
Dick Bestwick,Virginia,1979,11,6,5
Dick Bestwick,Virginia,1980,11,4,7
Dick Bestwick,Virginia,1981,11,1,10
Hugo Bezdek,Arkansas,1908,9,5,4
Hugo Bezdek,Arkansas,1909,7,7,0
Hugo Bezdek,Arkansas,1910,8,7,1
Hugo Bezdek,Arkansas,1911,9,6,2
Hugo Bezdek,Arkansas,1912,10,4,6
Hugo Bezdek,Oregon,1916,8,7,0
Hugo Bezdek,Oregon,1917,7,4,3
Hugo Bezdek,Penn State,1918,4,1,2
Hugo Bezdek,Penn State,1919,8,7,1
Hugo Bezdek,Penn State,1920,9,7,0
Hugo Bezdek,Penn State,1921,10,8,0
Hugo Bezdek,Penn State,1922,11,6,4
Hugo Bezdek,Penn State,1923,9,6,2
Hugo Bezdek,Penn State,1924,10,6,3
Hugo Bezdek,Penn State,1925,9,4,4
Hugo Bezdek,Penn State,1926,9,5,4
Hugo Bezdek,Penn State,1927,9,6,2
Hugo Bezdek,Penn State,1928,9,3,5
Hugo Bezdek,Penn State,1929,9,6,3
Dana Bible,Mississippi College,1915,9,4,4
Dana Bible,LSU,1916,3,1,0
Dana Bible,Texas A&M,1917,8,8,0
Dana Bible,Texas A&M,1919,10,10,0
Dana Bible,Texas A&M,1920,8,6,1
Dana Bible,Texas A&M,1921,9,6,1
Dana Bible,Texas A&M,1922,9,5,4
Dana Bible,Texas A&M,1923,9,5,3
Dana Bible,Texas A&M,1924,10,7,2
Dana Bible,Texas A&M,1925,9,7,1
Dana Bible,Texas A&M,1926,9,5,3
Dana Bible,Texas A&M,1927,9,8,0
Dana Bible,Texas A&M,1928,10,5,4
Dana Bible,Nebraska,1929,8,4,1
Dana Bible,Nebraska,1930,9,4,3
Dana Bible,Nebraska,1931,10,8,2
Dana Bible,Nebraska,1932,9,7,1
Dana Bible,Nebraska,1933,9,8,1
Dana Bible,Nebraska,1934,9,6,3
Dana Bible,Nebraska,1935,9,6,2
Dana Bible,Nebraska,1936,9,7,2
Dana Bible,Texas,1937,9,2,6
Dana Bible,Texas,1938,9,1,8
Dana Bible,Texas,1939,9,5,4
Dana Bible,Texas,1940,10,8,2
Dana Bible,Texas,1941,10,8,1
Dana Bible,Texas,1942,11,9,2
Dana Bible,Texas,1943,9,7,1
Dana Bible,Texas,1944,9,5,4
Dana Bible,Texas,1945,11,10,1
Dana Bible,Texas,1946,10,8,2
Jack Bicknell,Boston College,1981,11,5,6
Jack Bicknell,Boston College,1982,12,8,3
Jack Bicknell,Boston College,1983,12,9,3
Jack Bicknell,Boston College,1984,12,10,2
Jack Bicknell,Boston College,1985,12,4,8
Jack Bicknell,Boston College,1986,12,9,3
Jack Bicknell,Boston College,1987,11,5,6
Jack Bicknell,Boston College,1988,11,3,8
Jack Bicknell,Boston College,1989,11,2,9
Jack Bicknell,Boston College,1990,11,4,7
Jack Bicknell,Louisiana Tech,1999,11,8,3
Jack Bicknell,Louisiana Tech,2000,12,3,9
Jack Bicknell,Louisiana Tech,2001,12,7,5
Jack Bicknell,Louisiana Tech,2002,12,4,8
Jack Bicknell,Louisiana Tech,2003,12,5,7
Jack Bicknell,Louisiana Tech,2004,12,6,6
Jack Bicknell,Louisiana Tech,2005,11,7,4
Jack Bicknell,Louisiana Tech,2006,13,3,10
Bret Bielema,Wisconsin,2006,13,12,1
Bret Bielema,Wisconsin,2007,13,9,4
Bret Bielema,Wisconsin,2008,13,7,6
Bret Bielema,Wisconsin,2009,13,10,3
Bret Bielema,Wisconsin,2010,13,11,2
Bret Bielema,Wisconsin,2011,14,11,3
Bret Bielema,Wisconsin,2012,13,8,5
Bret Bielema,Arkansas,2013,12,3,9
Bret Bielema,Arkansas,2014,13,7,6
Bret Bielema,Arkansas,2015,13,8,5
Bret Bielema,Arkansas,2016,13,7,6
Bret Bielema,Arkansas,2017,12,4,8
Bret Bielema,Illinois,2021,12,5,7
Bret Bielema,Illinois,2022,13,8,5
Bret Bielema,Illinois,2023,2,1,1
Bernie Bierman,Mississippi State,1925,8,3,4
Bernie Bierman,Mississippi State,1926,9,5,4
Bernie Bierman,Tulane,1927,8,2,5
Bernie Bierman,Tulane,1928,10,6,3
Bernie Bierman,Tulane,1929,9,9,0
Bernie Bierman,Tulane,1930,9,8,1
Bernie Bierman,Tulane,1931,12,11,1
Bernie Bierman,Minnesota,1932,8,5,3
Bernie Bierman,Minnesota,1933,8,4,0
Bernie Bierman,Minnesota,1934,8,8,0
Bernie Bierman,Minnesota,1935,8,8,0
Bernie Bierman,Minnesota,1936,8,7,1
Bernie Bierman,Minnesota,1937,8,6,2
Bernie Bierman,Minnesota,1938,8,6,2
Bernie Bierman,Minnesota,1939,8,3,4
Bernie Bierman,Minnesota,1940,8,8,0
Bernie Bierman,Minnesota,1941,8,8,0
Bernie Bierman,Iowa Pre-Flight,1942,10,7,3
Bernie Bierman,Minnesota,1945,9,4,5
Bernie Bierman,Minnesota,1946,9,5,4
Bernie Bierman,Minnesota,1947,9,6,3
Bernie Bierman,Minnesota,1948,9,7,2
Bernie Bierman,Minnesota,1949,9,7,2
Bernie Bierman,Minnesota,1950,9,1,7
G.M. Billings,Wake Forest,1916,6,3,3
Tim Billings,Southern Mississippi,2020,5,2,3
Paul Bixler,Ohio State,1946,9,4,3
Paul Bixler,Colgate,1947,8,1,5
Paul Bixler,Colgate,1948,9,3,6
Paul Bixler,Colgate,1949,9,1,8
Paul Bixler,Colgate,1950,8,5,3
Paul Bixler,Colgate,1951,9,4,5
George Blackburn,Cincinnati,1955,9,1,6
George Blackburn,Cincinnati,1956,9,4,5
George Blackburn,Cincinnati,1957,10,5,4
George Blackburn,Cincinnati,1958,10,6,2
George Blackburn,Cincinnati,1959,10,5,4
George Blackburn,Cincinnati,1960,10,4,6
George Blackburn,Virginia,1965,10,4,6
George Blackburn,Virginia,1966,10,4,6
George Blackburn,Virginia,1967,10,5,5
George Blackburn,Virginia,1968,10,7,3
George Blackburn,Virginia,1969,10,3,7
George Blackburn,Virginia,1970,11,5,6
Ron Blackledge,Kent State,1978,11,4,7
Ron Blackledge,Kent State,1979,11,1,10
Ron Blackledge,Kent State,1980,11,3,8
Bob Blackman,Denver,1953,10,3,5
Bob Blackman,Denver,1954,10,9,1
Bob Blackman,Dartmouth,1955,9,3,6
Bob Blackman,Dartmouth,1956,9,5,3
Bob Blackman,Dartmouth,1957,9,7,1
Bob Blackman,Dartmouth,1958,9,7,2
Bob Blackman,Dartmouth,1959,9,5,3
Bob Blackman,Dartmouth,1960,9,5,4
Bob Blackman,Dartmouth,1961,9,6,3
Bob Blackman,Dartmouth,1962,9,9,0
Bob Blackman,Dartmouth,1963,9,7,2
Bob Blackman,Dartmouth,1964,9,6,3
Bob Blackman,Dartmouth,1965,9,9,0
Bob Blackman,Dartmouth,1966,9,7,2
Bob Blackman,Dartmouth,1967,9,7,2
Bob Blackman,Dartmouth,1968,9,4,5
Bob Blackman,Dartmouth,1969,9,8,1
Bob Blackman,Dartmouth,1970,9,9,0
Bob Blackman,Illinois,1971,11,5,6
Bob Blackman,Illinois,1972,11,3,8
Bob Blackman,Illinois,1973,11,5,6
Bob Blackman,Illinois,1974,11,6,4
Bob Blackman,Illinois,1975,11,5,6
Bob Blackman,Illinois,1976,11,5,6
Bob Blackman,Cornell,1977,9,1,8
Bob Blackman,Cornell,1978,9,5,3
Bob Blackman,Cornell,1979,9,5,4
Bob Blackman,Cornell,1980,10,5,5
Bob Blackman,Cornell,1981,10,3,7
Gary Blackney,Bowling Green,1991,12,11,1
Gary Blackney,Bowling Green,1992,12,10,2
Gary Blackney,Bowling Green,1993,11,6,3
Gary Blackney,Bowling Green,1994,11,9,2
Gary Blackney,Bowling Green,1995,11,5,6
Gary Blackney,Bowling Green,1996,11,4,7
Gary Blackney,Bowling Green,1997,11,3,8
Gary Blackney,Bowling Green,1998,11,5,6
Gary Blackney,Bowling Green,1999,11,5,6
Gary Blackney,Bowling Green,2000,11,2,9
David Blackwell,East Carolina,2018,1,0,1
Red Blaik,Dartmouth,1934,9,6,3
Red Blaik,Dartmouth,1935,10,8,2
Red Blaik,Dartmouth,1936,9,7,1
Red Blaik,Dartmouth,1937,9,7,0
Red Blaik,Dartmouth,1938,9,7,2
Red Blaik,Dartmouth,1939,9,5,3
Red Blaik,Dartmouth,1940,9,5,4
Red Blaik,Army,1941,9,5,3
Red Blaik,Army,1942,9,6,3
Red Blaik,Army,1943,10,7,2
Red Blaik,Army,1944,9,9,0
Red Blaik,Army,1945,9,9,0
Red Blaik,Army,1946,10,9,0
Red Blaik,Army,1947,9,5,2
Red Blaik,Army,1948,9,8,0
Red Blaik,Army,1949,9,9,0
Red Blaik,Army,1950,9,8,1
Red Blaik,Army,1951,9,2,7
Red Blaik,Army,1952,9,4,4
Red Blaik,Army,1953,9,7,1
Red Blaik,Army,1954,9,7,2
Red Blaik,Army,1955,9,6,3
Red Blaik,Army,1956,9,5,3
Red Blaik,Army,1957,9,7,2
Red Blaik,Army,1958,9,8,0
John Blake,Oklahoma,1996,11,3,8
John Blake,Oklahoma,1997,12,4,8
John Blake,Oklahoma,1998,11,5,6
Larry Blakeney,Troy,2001,11,7,4
Larry Blakeney,Troy,2002,12,4,8
Larry Blakeney,Troy,2003,12,6,6
Larry Blakeney,Troy,2004,12,7,5
Larry Blakeney,Troy,2005,11,4,7
Larry Blakeney,Troy,2006,13,8,5
Larry Blakeney,Troy,2007,12,8,4
Larry Blakeney,Troy,2008,13,8,5
Larry Blakeney,Troy,2009,13,9,4
Larry Blakeney,Troy,2010,13,8,5
Larry Blakeney,Troy,2011,12,3,9
Larry Blakeney,Troy,2012,12,5,7
Larry Blakeney,Troy,2013,12,6,6
Larry Blakeney,Troy,2014,12,3,9
Okie Blanchard,Wyoming,1940,9,1,7
Bill Blankenship,Tulsa,2011,13,8,5
Bill Blankenship,Tulsa,2012,14,11,3
Bill Blankenship,Tulsa,2013,12,3,9
Bill Blankenship,Tulsa,2014,12,2,10
Laurie Bliss,Army,1893,9,4,5
Laurie Bliss,Lehigh,1895,9,3,6
Mike Bloomgren,Rice,2018,13,2,11
Mike Bloomgren,Rice,2019,12,3,9
Mike Bloomgren,Rice,2020,5,2,3
Mike Bloomgren,Rice,2021,12,4,8
Mike Bloomgren,Rice,2022,13,5,8
Mike Bloomgren,Rice,2023,2,1,1
W.B. Blount,Alabama,1903,7,3,4
W.B. Blount,Alabama,1904,10,7,3
John Bobo,Arkansas State,1993,11,2,8
John Bobo,Arkansas State,1994,11,1,10
John Bobo,Arkansas State,1995,11,6,5
John Bobo,Arkansas State,1996,11,4,7
Mike Bobo,Colorado State,2015,13,7,6
Mike Bobo,Colorado State,2016,13,7,6
Mike Bobo,Colorado State,2017,13,7,6
Mike Bobo,Colorado State,2018,12,3,9
Mike Bobo,Colorado State,2019,12,4,8
Mike Bobo,South Carolina,2020,3,0,3
Branch Bocock,Georgia,1908,8,5,2
Branch Bocock,Virginia Tech,1909,7,6,1
Branch Bocock,Virginia Tech,1910,8,6,2
Branch Bocock,North Carolina,1911,8,6,1
Branch Bocock,Virginia Tech,1912,9,5,4
Branch Bocock,Virginia Tech,1913,9,7,1
Branch Bocock,Virginia Tech,1914,9,6,2
Branch Bocock,Virginia Tech,1915,8,4,4
Branch Bocock,South Carolina,1925,10,7,3
Branch Bocock,South Carolina,1926,10,6,4
Craig Bohl,Wyoming,2014,12,4,8
Craig Bohl,Wyoming,2015,12,2,10
Craig Bohl,Wyoming,2016,14,8,6
Craig Bohl,Wyoming,2017,13,8,5
Craig Bohl,Wyoming,2018,12,6,6
Craig Bohl,Wyoming,2019,13,8,5
Craig Bohl,Wyoming,2020,6,2,4
Craig Bohl,Wyoming,2021,13,7,6
Craig Bohl,Wyoming,2022,13,7,6
Craig Bohl,Wyoming,2023,2,2,0
George Bohler,Auburn,1928,9,1,8
George Bohler,Auburn,1929,5,2,3
Daddy Boles,TCU,1914,10,4,4
Daddy Boles,Kentucky,1917,9,3,5
John Bonamego,Central Michigan,2015,13,7,6
John Bonamego,Central Michigan,2016,13,6,7
John Bonamego,Central Michigan,2017,13,8,5
John Bonamego,Central Michigan,2018,12,1,11
Jay Bond,Kansas,1918,4,2,2
J.R. Boone,Fresno State,1973,11,2,9
J.R. Boone,Fresno State,1974,12,5,7
J.R. Boone,Fresno State,1975,11,3,8
Walter Booth,Nebraska,1900,8,6,1
Walter Booth,Nebraska,1901,8,6,2
Walter Booth,Nebraska,1902,9,9,0
Walter Booth,Nebraska,1903,10,10,0
Walter Booth,Nebraska,1904,10,7,3
Walter Booth,Nebraska,1905,10,8,2
W.S. Boreland,LSU,1902,7,6,1
Bobby Bowden,West Virginia,1970,11,8,3
Bobby Bowden,West Virginia,1971,11,7,4
Bobby Bowden,West Virginia,1972,12,8,4
Bobby Bowden,West Virginia,1973,11,6,5
Bobby Bowden,West Virginia,1974,11,4,7
Bobby Bowden,West Virginia,1975,12,9,3
Bobby Bowden,Florida State,1976,11,5,6
Bobby Bowden,Florida State,1977,12,10,2
Bobby Bowden,Florida State,1978,11,8,3
Bobby Bowden,Florida State,1979,12,11,1
Bobby Bowden,Florida State,1980,12,10,2
Bobby Bowden,Florida State,1981,11,6,5
Bobby Bowden,Florida State,1982,12,9,3
Bobby Bowden,Florida State,1983,12,7,5
Bobby Bowden,Florida State,1984,12,7,3
Bobby Bowden,Florida State,1985,12,9,3
Bobby Bowden,Florida State,1986,12,7,4
Bobby Bowden,Florida State,1987,12,11,1
Bobby Bowden,Florida State,1988,12,11,1
Bobby Bowden,Florida State,1989,12,10,2
Bobby Bowden,Florida State,1990,12,10,2
Bobby Bowden,Florida State,1991,13,11,2
Bobby Bowden,Florida State,1992,12,11,1
Bobby Bowden,Florida State,1993,13,12,1
Bobby Bowden,Florida State,1994,12,10,1
Bobby Bowden,Florida State,1995,12,10,2
Bobby Bowden,Florida State,1996,12,11,1
Bobby Bowden,Florida State,1997,12,11,1
Bobby Bowden,Florida State,1998,13,11,2
Bobby Bowden,Florida State,1999,12,12,0
Bobby Bowden,Florida State,2000,13,11,2
Bobby Bowden,Florida State,2001,12,8,4
Bobby Bowden,Florida State,2002,14,9,5
Bobby Bowden,Florida State,2003,13,10,3
Bobby Bowden,Florida State,2004,12,9,3
Bobby Bowden,Florida State,2005,13,8,5
Bobby Bowden,Florida State,2006,13,7,6
Bobby Bowden,Florida State,2007,13,7,6
Bobby Bowden,Florida State,2008,13,9,4
Bobby Bowden,Florida State,2009,13,7,6
Terry Bowden,Auburn,1993,11,11,0
Terry Bowden,Auburn,1994,11,9,1
Terry Bowden,Auburn,1995,12,8,4
Terry Bowden,Auburn,1996,12,8,4
Terry Bowden,Auburn,1997,13,10,3
Terry Bowden,Auburn,1998,6,1,5
Terry Bowden,Akron,2012,12,1,11
Terry Bowden,Akron,2013,12,5,7
Terry Bowden,Akron,2014,12,5,7
Terry Bowden,Akron,2015,13,8,5
Terry Bowden,Akron,2016,12,5,7
Terry Bowden,Akron,2017,14,7,7
Terry Bowden,Akron,2018,12,4,8
Terry Bowden,Louisiana Monroe,2021,12,4,8
Terry Bowden,Louisiana Monroe,2022,12,4,8
Terry Bowden,Louisiana Monroe,2023,2,2,0
Tommy Bowden,Tulane,1997,11,7,4
Tommy Bowden,Tulane,1998,11,11,0
Tommy Bowden,Clemson,1999,12,6,6
Tommy Bowden,Clemson,2000,12,9,3
Tommy Bowden,Clemson,2001,12,7,5
Tommy Bowden,Clemson,2002,13,7,6
Tommy Bowden,Clemson,2003,13,9,4
Tommy Bowden,Clemson,2004,11,6,5
Tommy Bowden,Clemson,2005,12,8,4
Tommy Bowden,Clemson,2006,13,8,5
Tommy Bowden,Clemson,2007,13,9,4
Tommy Bowden,Clemson,2008,6,3,3
Jeff Bower,Southern Mississippi,1990,1,0,1
Jeff Bower,Southern Mississippi,1991,11,4,7
Jeff Bower,Southern Mississippi,1992,11,7,4
Jeff Bower,Southern Mississippi,1993,11,2,8
Jeff Bower,Southern Mississippi,1994,11,6,5
Jeff Bower,Southern Mississippi,1995,11,6,5
Jeff Bower,Southern Mississippi,1996,11,8,3
Jeff Bower,Southern Mississippi,1997,12,9,3
Jeff Bower,Southern Mississippi,1998,12,7,5
Jeff Bower,Southern Mississippi,1999,12,9,3
Jeff Bower,Southern Mississippi,2000,12,8,4
Jeff Bower,Southern Mississippi,2001,11,6,5
Jeff Bower,Southern Mississippi,2002,13,7,6
Jeff Bower,Southern Mississippi,2003,13,9,4
Jeff Bower,Southern Mississippi,2004,12,7,5
Jeff Bower,Southern Mississippi,2005,12,7,5
Jeff Bower,Southern Mississippi,2006,14,9,5
Jeff Bower,Southern Mississippi,2007,13,7,6
Charles Bowser,Pittsburgh,1939,9,5,4
Charles Bowser,Pittsburgh,1940,8,3,4
Charles Bowser,Pittsburgh,1941,9,3,6
Charles Bowser,Pittsburgh,1942,9,3,6
Sam Boyd,Baylor,1956,11,9,2
Sam Boyd,Baylor,1957,10,3,6
Sam Boyd,Baylor,1958,10,3,7
Robert Boyers,Army,1904,9,7,2
Robert Boyers,Army,1905,9,4,4
Sam Boyle,Penn State,1899,10,4,6
Sam Boyle,Dickinson,1900,10,5,5
Jim Bradley,New Mexico State,1973,11,5,6
Jim Bradley,New Mexico State,1974,11,5,6
Jim Bradley,New Mexico State,1975,11,5,6
Jim Bradley,New Mexico State,1976,11,4,6
Jim Bradley,New Mexico State,1977,11,4,7
Charley Bradshaw,Kentucky,1962,10,3,5
Charley Bradshaw,Kentucky,1963,10,3,6
Charley Bradshaw,Kentucky,1964,10,5,5
Charley Bradshaw,Kentucky,1965,10,6,4
Charley Bradshaw,Kentucky,1966,10,3,6
Charley Bradshaw,Kentucky,1967,10,2,8
Charley Bradshaw,Kentucky,1968,10,3,7
Jim Brakefield,Appalachian State,1972,11,5,5
Jim Brakefield,Appalachian State,1973,11,3,7
Jim Brakefield,Appalachian State,1974,11,6,5
Jim Brakefield,Appalachian State,1975,11,8,3
Jim Brakefield,Appalachian State,1976,11,6,4
Jim Brakefield,Appalachian State,1977,11,2,9
Jim Brakefield,Appalachian State,1978,11,7,4
Jim Brakefield,Appalachian State,1979,11,3,8
Deion Branch,Louisville,2022,1,1,0
Gregg Brandon,Bowling Green,2003,14,11,3
Gregg Brandon,Bowling Green,2004,12,9,3
Gregg Brandon,Bowling Green,2005,11,6,5
Gregg Brandon,Bowling Green,2006,12,4,8
Gregg Brandon,Bowling Green,2007,13,8,5
Gregg Brandon,Bowling Green,2008,12,6,6
David Braun,Northwestern,2022,12,1,11
Brent Brennan,San José State,2017,13,2,11
Brent Brennan,San José State,2018,12,1,11
Brent Brennan,San José State,2019,12,5,7
Brent Brennan,San José State,2020,8,7,1
Brent Brennan,San José State,2021,12,5,7
Brent Brennan,San José State,2022,12,7,5
Brent Brennan,San José State,2023,3,1,2
Terry Brennan,Notre Dame,1954,10,9,1
Terry Brennan,Notre Dame,1955,10,8,2
Terry Brennan,Notre Dame,1956,10,2,8
Terry Brennan,Notre Dame,1957,10,7,3
Terry Brennan,Notre Dame,1958,10,6,4
Billy Brewer,Louisiana Tech,1980,11,5,6
Billy Brewer,Louisiana Tech,1981,11,4,6
Billy Brewer,Ole Miss,1983,12,6,6
Billy Brewer,Ole Miss,1984,11,4,6
Billy Brewer,Ole Miss,1985,11,4,6
Billy Brewer,Ole Miss,1986,12,8,3
Billy Brewer,Ole Miss,1987,11,3,8
Billy Brewer,Ole Miss,1988,11,5,6
Billy Brewer,Ole Miss,1989,12,8,4
Billy Brewer,Ole Miss,1990,12,9,3
Billy Brewer,Ole Miss,1991,11,5,6
Billy Brewer,Ole Miss,1992,12,9,3
Billy Brewer,Ole Miss,1993,11,5,6
Tim Brewster,Minnesota,2007,12,1,11
Tim Brewster,Minnesota,2008,13,7,6
Tim Brewster,Minnesota,2009,13,6,7
Tim Brewster,Minnesota,2010,7,1,6
A.E. Brides,North Carolina,1909,7,5,2
A.E. Brides,North Carolina,1910,9,3,6
John Bridgers,Baylor,1959,10,4,6
John Bridgers,Baylor,1960,11,8,3
John Bridgers,Baylor,1961,11,6,5
John Bridgers,Baylor,1962,10,4,6
John Bridgers,Baylor,1963,11,8,3
John Bridgers,Baylor,1964,10,5,5
John Bridgers,Baylor,1965,10,5,5
John Bridgers,Baylor,1966,10,5,5
John Bridgers,Baylor,1967,10,1,8
John Bridgers,Baylor,1968,10,3,7
Frank Bridges,Baylor,1920,9,4,4
Frank Bridges,Baylor,1921,11,8,3
Frank Bridges,Baylor,1922,11,8,3
Frank Bridges,Baylor,1923,8,5,1
Frank Bridges,Baylor,1924,10,7,2
Frank Bridges,Baylor,1925,10,3,5
Art Briles,Houston,2003,13,7,6
Art Briles,Houston,2004,11,3,8
Art Briles,Houston,2005,12,6,6
Art Briles,Houston,2006,14,10,4
Art Briles,Houston,2007,12,8,4
Art Briles,Baylor,2008,12,4,8
Art Briles,Baylor,2009,12,4,8
Art Briles,Baylor,2010,13,7,6
Art Briles,Baylor,2011,13,10,3
Art Briles,Baylor,2012,13,8,5
Art Briles,Baylor,2013,13,11,2
Art Briles,Baylor,2014,13,11,2
Art Briles,Baylor,2015,13,10,3
W.H. Britton,Tennessee,1935,9,4,5
Stan Brock,Army,2007,12,3,9
Stan Brock,Army,2008,12,3,9
Brian Brohm,Purdue,2022,1,0,1
Jeff Brohm,Western Kentucky,2014,13,8,5
Jeff Brohm,Western Kentucky,2015,14,12,2
Jeff Brohm,Western Kentucky,2016,13,10,3
Jeff Brohm,Purdue,2017,13,7,6
Jeff Brohm,Purdue,2018,13,6,7
Jeff Brohm,Purdue,2019,12,4,8
Jeff Brohm,Purdue,2020,6,2,4
Jeff Brohm,Purdue,2021,13,9,4
Jeff Brohm,Purdue,2022,13,8,5
Jeff Brohm,Louisville,2023,2,2,0
Robert Bronzan,San José State,1950,10,6,3
Robert Bronzan,San José State,1951,10,2,7
Robert Bronzan,San José State,1952,9,6,3
Robert Bronzan,San José State,1953,9,4,4
Robert Bronzan,San José State,1954,10,7,3
Robert Bronzan,San José State,1955,9,5,3
Robert Bronzan,San José State,1956,10,2,7
George Brooke,Swarthmore,1903,10,6,4
George Brooke,Swarthmore,1904,9,6,3
George Brooke,Swarthmore,1905,8,7,1
George Brooke,Swarthmore,1906,9,7,2
George Brooke,Swarthmore,1907,8,6,2
George Brooke,Swarthmore,1912,9,7,1
George Brooke,Pennsylvania,1913,10,6,3
George Brooke,Pennsylvania,1914,9,4,4
George Brooke,Pennsylvania,1915,10,3,5
J.D. Brookhart,Akron,2004,11,6,5
J.D. Brookhart,Akron,2005,13,7,6
J.D. Brookhart,Akron,2006,12,5,7
J.D. Brookhart,Akron,2007,12,4,8
J.D. Brookhart,Akron,2008,12,5,7
J.D. Brookhart,Akron,2009,12,3,9
Rich Brooks,Oregon,1977,11,2,9
Rich Brooks,Oregon,1978,11,2,9
Rich Brooks,Oregon,1979,11,6,5
Rich Brooks,Oregon,1980,11,6,3
Rich Brooks,Oregon,1981,11,2,9
Rich Brooks,Oregon,1982,11,2,8
Rich Brooks,Oregon,1983,11,4,6
Rich Brooks,Oregon,1984,11,6,5
Rich Brooks,Oregon,1985,11,5,6
Rich Brooks,Oregon,1986,11,5,6
Rich Brooks,Oregon,1987,11,6,5
Rich Brooks,Oregon,1988,12,6,6
Rich Brooks,Oregon,1989,12,8,4
Rich Brooks,Oregon,1990,12,8,4
Rich Brooks,Oregon,1991,11,3,8
Rich Brooks,Oregon,1992,12,6,6
Rich Brooks,Oregon,1993,11,5,6
