name,team,year,games,wins,losses,cumulative_wins,cumulative_games,career_win_pct
William Leary,Minnesota,1899,11,6,3,6,11,0.5454545454545454
Fred Smith,Illinois,1900,12,7,3,7,12,0.5833333333333334
M. Griffin,Alabama,1900,5,2,3,2,5,0.4
Charles Hollister,Northwestern,1900,12,7,2,13,24,0.5416666666666666
Edward Robinson,Brown,1900,11,7,3,20,32,0.625
Herman Koehler,Army,1900,11,7,3,20,34,0.5882352941176471
George Sanford,Columbia,1900,11,7,3,16,23,0.6956521739130435
James Horne,Indiana,1900,8,4,2,10,16,0.625
Patrick O'Dea,Notre Dame,1900,10,6,3,6,10,0.6
Alden Knipe,Iowa,1900,8,7,0,15,17,0.8823529411764706
John Eckstrom,Ohio State,1900,10,8,1,17,20,0.85
Pop Warner,Carlisle,1900,11,6,4,30,43,0.6976744186046512
Sam Boyle,Dickinson,1900,10,5,5,9,20,0.45
Henry Williams,Minnesota,1900,12,10,0,14,18,0.7777777777777778
Alpha Jamison,Purdue,1900,8,4,4,11,23,0.4782608695652174
Pop Golden,Penn State,1900,11,4,6,4,11,0.36363636363636365
Phil King,Wisconsin,1900,9,8,1,42,49,0.8571428571428571
Biff Lea,Michigan,1900,10,7,2,7,10,0.7
George Woodruff,Pennsylvania,1900,13,12,1,114,126,0.9047619047619048
Walter Booth,Nebraska,1900,8,6,1,6,8,0.75
Amos Alonzo Stagg,Chicago,1900,15,9,5,108,154,0.7012987012987013
Samuel Newton,Lafayette,1900,11,9,2,36,61,0.5901639344262295
Garrett Cochran,Navy,1900,9,6,3,6,9,0.6666666666666666
Percy Haughton,Cornell,1900,12,10,2,17,22,0.7727272727272727
Ralph Hutchinson,Dickinson,1901,10,4,6,4,10,0.4
Alden Knipe,Iowa,1901,9,6,3,21,26,0.8076923076923077
George Sanford,Columbia,1901,13,8,5,24,36,0.6666666666666666
D.M. Balliet,Purdue,1901,9,4,4,22,34,0.6470588235294118
Fred Murphy,Missouri,1901,8,1,6,1,8,0.125
Patrick O'Dea,Notre Dame,1901,10,8,1,14,20,0.7
Phil King,Wisconsin,1901,9,9,0,51,58,0.8793103448275862
John Eckstrom,Ohio State,1901,9,5,3,22,29,0.7586206896551724
Walter Booth,Nebraska,1901,8,6,2,12,16,0.75
James Horne,Indiana,1901,9,6,3,16,25,0.64
George Woodruff,Pennsylvania,1901,15,10,5,124,141,0.8794326241134752
John Dunlop,Boston College,1901,9,1,8,1,9,0.1111111111111111
Fielding Yost,Michigan,1901,11,11,0,11,11,1.0
G.H. Harvey,Alabama,1901,5,2,1,2,5,0.4
Pop Golden,Penn State,1901,8,5,3,9,19,0.47368421052631576
Samuel Newton,Lafayette,1901,12,9,3,45,73,0.6164383561643836
Henry Williams,Minnesota,1901,11,9,1,23,29,0.7931034482758621
Leon Kromer,Army,1901,8,5,1,5,8,0.625
Amos Alonzo Stagg,Chicago,1901,16,8,6,116,170,0.6823529411764706
John Outland,Kansas,1901,10,3,5,3,10,0.3
Edward Robinson,Brown,1901,12,4,7,24,44,0.5454545454545454
Walter McCornack,Dartmouth,1901,11,10,1,10,11,0.9090909090909091
Charles Hollister,Northwestern,1901,11,8,2,21,35,0.6
James Halligan,UMass,1901,9,8,1,8,9,0.8888888888888888
Edgar Holt,Illinois,1901,10,8,2,8,10,0.8
J.W.H. Pollard,Lehigh,1901,12,1,11,1,12,0.08333333333333333
Pop Warner,Carlisle,1901,13,5,7,35,56,0.625
M.H. Harvey,Auburn,1902,2,0,2,0,2,0.0
Phil King,Wisconsin,1902,9,6,3,57,67,0.8507462686567164
Pop Warner,Carlisle,1902,11,8,3,43,67,0.6417910447761194
Samuel Newton,Lehigh,1902,11,7,3,52,84,0.6190476190476191
John Heisman,Clemson,1902,7,6,1,6,7,0.8571428571428571
James Halligan,UMass,1902,7,2,3,10,16,0.625
Garrett Cochran,Princeton,1902,9,8,1,14,18,0.7777777777777778
Walter Booth,Nebraska,1902,9,9,0,21,25,0.84
J.B. Hart,Texas,1902,10,6,3,6,10,0.6
W.H. Watkins,Vanderbilt,1902,9,8,1,8,9,0.8888888888888888
Perry Hale,Ohio State,1902,10,6,2,6,10,0.6
L. Gwinn,Mississippi State,1902,6,1,4,1,6,0.16666666666666666
Alden Knipe,Iowa,1902,9,5,4,26,35,0.7428571428571429
W.S. Boreland,LSU,1902,7,6,1,6,7,0.8571428571428571
Dennis Nolan,Army,1902,8,6,1,6,8,0.75
Clarence Griffith,Colorado State,1902,6,1,3,1,6,0.16666666666666666
Arthur White,Boston College,1902,8,0,7,0,8,0.0
Walter McCornack,Dartmouth,1902,9,6,2,16,20,0.8
Pop Golden,Penn State,1902,10,7,3,16,29,0.5517241379310345
Charles Hutchins,Dickinson,1902,10,4,6,4,10,0.4
John DeSaulles,Virginia,1902,10,8,1,8,10,0.8
Eli Abbott,Alabama,1902,8,4,4,4,8,0.5
Fielding Yost,Michigan,1902,11,11,0,22,22,1.0
Fred Folsom,Colorado,1902,6,5,1,5,6,0.8333333333333334
Charles Hollister,Northwestern,1902,12,6,6,27,47,0.574468085106383
H.B. Olcott,North Carolina,1902,9,5,1,5,9,0.5555555555555556
Patrick O'Dea,Missouri,1902,8,5,3,19,28,0.6785714285714286
James Horne,Indiana,1902,9,3,5,19,34,0.5588235294117647
Charles Best,Purdue,1902,10,7,2,7,10,0.7
H.E. Fisher,Tennessee,1902,8,6,2,6,8,0.75
Arthur Curtis,Kansas,1902,10,6,4,6,10,0.6
Edgar Holt,Illinois,1902,13,10,2,18,23,0.782608695652174
R.R. Brown,Virginia Tech,1902,6,3,2,3,6,0.5
John McKee,Georgia Tech,1902,8,0,6,0,8,0.0
James Faragher,Notre Dame,1902,9,6,2,6,9,0.6666666666666666
Amos Alonzo Stagg,Chicago,1902,15,14,1,130,185,0.7027027027027027
Henry Williams,Minnesota,1902,12,9,2,32,41,0.7804878048780488
Billy Reynolds,Georgia,1902,7,4,2,4,7,0.5714285714285714
J.O. Heyworth,Alabama,1902,8,4,4,4,8,0.5
Robert Kent,Auburn,1902,5,2,2,2,5,0.4
Virginius Dabney,Tulane,1902,7,1,4,1,7,0.14285714285714285
George Woodruff,Illinois,1903,14,8,6,132,155,0.8516129032258064
Fred Folsom,Dartmouth,1903,10,9,1,14,16,0.875
Walter Booth,Nebraska,1903,10,10,0,31,35,0.8857142857142857
John Chalmers,Iowa,1903,11,9,2,9,11,0.8181818181818182
R.N. Watts,Baylor,1903,8,4,3,4,8,0.5
H.E. Fisher,Tennessee,1903,9,4,5,10,17,0.5882352941176471
W.J. Monilaw,Drake,1903,8,5,3,5,8,0.625
Arthur Curtis,Wisconsin,1903,10,6,3,12,20,0.6
Charles Hutchins,Dickinson,1903,12,7,5,11,22,0.5
J.H. Henry,Vanderbilt,1903,8,6,1,6,8,0.75
Walter McCornack,Northwestern,1903,14,10,1,26,34,0.7647058823529411
George Brooke,Swarthmore,1903,10,6,4,6,10,0.6
Frank Cavanaugh,Holy Cross,1903,10,8,2,8,10,0.8
Harrison Weeks,Kansas,1903,9,6,3,6,9,0.6666666666666666
Oliver Cutts,Purdue,1903,6,4,2,4,6,0.6666666666666666
Amos Alonzo Stagg,Chicago,1903,15,12,2,142,200,0.71
Gresham Poe,Virginia,1903,10,7,2,7,10,0.7
Daniel Reed,Penn State,1903,8,5,3,5,8,0.625
W.B. Blount,Alabama,1903,7,3,4,3,7,0.42857142857142855
John McLean,Missouri,1903,9,1,7,1,9,0.1111111111111111
C.R. Williams,South Carolina,1903,10,8,2,8,10,0.8
Henry Williams,Minnesota,1903,15,14,0,46,56,0.8214285714285714
Edward King,Army,1903,9,6,2,6,9,0.6666666666666666
Phil King,Georgetown,1903,10,7,3,64,77,0.8311688311688312
C.A. Lueder,Virginia Tech,1903,6,5,1,5,6,0.8333333333333334
Matt Rothwell,Colorado State,1903,7,6,1,6,7,0.8571428571428571
John Heisman,Clemson,1903,6,4,1,10,13,0.7692307692307693
James Halligan,UMass,1903,9,5,4,15,25,0.6
Marvin Dickinson,Georgia,1903,7,3,4,3,7,0.42857142857142855
Fielding Yost,Michigan,1903,12,11,0,33,34,0.9705882352941176
Mark McMahon,Oklahoma,1903,12,5,4,5,12,0.4166666666666667
Samuel Newton,Lehigh,1903,12,9,2,61,96,0.6354166666666666
James Horne,Indiana,1903,8,4,4,23,42,0.5476190476190477
H.B. Olcott,North Carolina,1903,9,6,3,11,18,0.6111111111111112
Ralph Hutchinson,Texas,1903,8,5,1,9,18,0.5
Pop Warner,Carlisle,1903,14,11,2,54,81,0.6666666666666666
J.E. Platt,Texas A&M,1903,11,7,3,7,11,0.6363636363636364
Billy Bates,Auburn,1903,7,4,3,4,7,0.5714285714285714
Perry Hale,Ohio State,1903,11,8,3,14,21,0.6666666666666666
David Cropp,Colorado,1903,10,8,2,8,10,0.8
T. Berry,Tulane,1904,7,5,2,5,7,0.7142857142857143
John Chalmers,Iowa,1904,11,7,4,16,22,0.7272727272727273
W.B. Blount,Alabama,1904,10,7,3,10,17,0.5882352941176471
Fielding Yost,Michigan,1904,10,10,0,43,44,0.9772727272727273
Samuel Newton,Lehigh,1904,9,1,8,62,105,0.5904761904761905
Arthur Curtis,Wisconsin,1904,8,5,3,17,28,0.6071428571428571
Dan Martin,Mississippi State,1904,7,2,5,2,7,0.2857142857142857
Oliver Cutts,Purdue,1904,12,9,3,13,18,0.7222222222222222
W.J. Monilaw,Drake,1904,9,5,4,10,17,0.5882352941176471
Shack Shealy,Clemson,1904,7,3,3,3,7,0.42857142857142855
J.E. Platt,Texas A&M,1904,6,4,2,11,17,0.6470588235294118
George Brooke,Swarthmore,1904,9,6,3,12,19,0.631578947368421
William Juneau,Colorado College,1904,10,6,3,6,10,0.6
Pop Warner,Cornell,1904,10,7,3,61,91,0.6703296703296703
James Horne,Indiana,1904,11,7,4,30,53,0.5660377358490566
E.R. Sweetland,Ohio State,1904,11,6,5,6,11,0.5454545454545454
David Cropp,Colorado,1904,9,6,2,14,19,0.7368421052631579
M.H. Harvey,Ole Miss,1904,7,4,3,4,9,0.4444444444444444
Walter Booth,Nebraska,1904,10,7,3,38,45,0.8444444444444444
Fred Folsom,Dartmouth,1904,8,7,0,21,24,0.875
C.E. Cronk,TCU,1904,6,1,4,1,6,0.16666666666666666
Amos Alonzo Stagg,Chicago,1904,12,10,1,152,212,0.7169811320754716
W.S. Keinholz,NC State,1904,6,3,1,3,6,0.5
John O'Connor,Virginia Tech,1904,8,5,3,5,8,0.625
Matthew Bullock,UMass,1904,8,5,2,5,8,0.625
Foster Sanford,Virginia,1904,9,6,3,6,9,0.6666666666666666
Doc Kennedy,Kansas,1904,10,8,1,8,10,0.8
Louis Salmon,Notre Dame,1904,8,5,3,5,8,0.625
Mike Donahue,Auburn,1904,5,5,0,5,5,1.0
Ralph Hutchinson,Texas,1904,8,6,2,15,26,0.5769230769230769
John McLean,Missouri,1904,9,3,6,4,18,0.2222222222222222
John Heisman,Georgia Tech,1904,10,8,1,18,23,0.782608695652174
Robert Boyers,Army,1904,9,7,2,7,9,0.7777777777777778
John McIntosh,Colorado State,1904,5,0,4,0,5,0.0
J. Janvier,Tulane,1904,7,5,2,5,7,0.7142857142857143
Edward Robinson,Brown,1904,11,6,5,30,55,0.5454545454545454
Dan McGugin,Vanderbilt,1904,9,9,0,9,9,1.0
Henry Williams,Minnesota,1904,13,13,0,59,69,0.855072463768116
Tom Fennell,Penn State,1904,10,6,4,6,10,0.6
Walter McCornack,Northwestern,1904,10,8,2,34,44,0.7727272727272727
Sol Metzger,Baylor,1904,8,2,5,2,8,0.25
Paul Dashiell,Navy,1904,10,7,2,7,10,0.7
Robert Brown,North Carolina,1904,9,5,2,5,9,0.5555555555555556
Charles Barnard,Georgia,1904,6,1,5,1,6,0.16666666666666666
Harrison Weeks,Beloit College,1904,9,4,4,10,18,0.5555555555555556
S.D. Crawford,Tennessee,1904,9,3,5,3,9,0.3333333333333333
Frank Cavanaugh,Holy Cross,1904,9,2,5,10,19,0.5263157894736842
Doc Kennedy,Kansas,1905,11,10,1,18,21,0.8571428571428571
Phil King,Wisconsin,1905,10,8,2,72,87,0.8275862068965517
Eddie Cochems,Clemson,1905,6,3,2,3,6,0.5
Joseph Maddock,Utah,1905,8,6,2,6,8,0.75
Amos Alonzo Stagg,Chicago,1905,11,11,0,163,223,0.7309417040358744
John Heisman,Georgia Tech,1905,7,6,0,24,30,0.8
Samuel Newton,Lehigh,1905,13,6,7,68,118,0.576271186440678
Jack Leavenworth,Alabama,1905,10,6,4,6,10,0.6
E.J. Hyde,TCU,1905,8,4,4,4,8,0.5
William Cole,Virginia,1905,9,5,4,5,9,0.5555555555555556
Fred Lowenthal,Illinois,1905,9,5,4,5,9,0.5555555555555556
Walter Craig,UMass,1905,10,3,7,3,10,0.3
James Sheldon,Indiana,1905,10,8,1,8,10,0.8
E.R. Sweetland,Ohio State,1905,12,8,2,14,23,0.6086956521739131
A.E. Hernstein,Purdue,1905,8,6,1,6,8,0.75
Willis Keinholtz,Colorado,1905,9,8,1,8,9,0.8888888888888888
Walter Bachman,Texas A&M,1905,9,7,2,7,9,0.7777777777777778
Paul Dashiell,Navy,1905,12,10,1,17,22,0.7727272727272727
J.D. DePree,Tennessee,1905,9,3,5,3,9,0.3333333333333333
Ralph Hutchinson,Texas,1905,9,5,4,20,35,0.5714285714285714
Pop Warner,Cornell,1905,10,6,4,67,101,0.6633663366336634
William Warner,North Carolina,1905,8,4,3,4,8,0.5
Jack Owsley,Yale,1905,10,10,0,10,10,1.0
Bennie Owen,Oklahoma,1905,9,7,2,7,9,0.7777777777777778
John McLean,Missouri,1905,9,5,4,9,27,0.3333333333333333
Fred Folsom,Dartmouth,1905,10,7,1,28,34,0.8235294117647058
Henry Williams,Minnesota,1905,11,10,1,69,80,0.8625
John McIntosh,Colorado State,1905,7,3,4,3,12,0.25
William McMurray,Wyoming,1905,7,3,4,3,7,0.42857142857142855
George Woodruff,Carlisle,1905,14,10,4,142,169,0.8402366863905325
J.R. Richards,Colorado College,1905,8,5,1,5,8,0.625
Walter Booth,Nebraska,1905,10,8,2,46,55,0.8363636363636363
John Chalmers,Iowa,1905,10,8,2,24,32,0.75
Tom Fennell,Penn State,1905,11,8,3,14,21,0.6666666666666666
Frank Cavanaugh,Holy Cross,1905,9,6,3,16,28,0.5714285714285714
Archie Webb,Baylor,1905,7,1,6,1,7,0.14285714285714285
Robert Boyers,Army,1905,9,4,4,11,18,0.6111111111111112
C.P. Miles,Virginia Tech,1905,10,9,1,9,10,0.9
Edward Robinson,Brown,1905,11,7,4,37,66,0.5606060606060606
Marvin Dickinson,Georgia,1905,6,1,5,4,13,0.3076923076923077
Arthur Mosse,Pittsburgh,1905,12,10,2,10,12,0.8333333333333334
Fielding Yost,Michigan,1905,13,12,1,55,57,0.9649122807017544
Walter McCornack,Northwestern,1905,11,8,2,42,55,0.7636363636363637
Dan McGugin,Vanderbilt,1905,8,7,1,16,17,0.9411764705882353
John Outland,Washburn,1905,10,7,3,10,20,0.5
Henry McGlew,Notre Dame,1905,9,5,4,5,9,0.5555555555555556
George Brooke,Swarthmore,1905,8,7,1,19,27,0.7037037037037037
Mike Donahue,Auburn,1905,6,2,4,7,11,0.6363636363636364
Ernest Graves,Army,1906,1,1,0,1,1,1.0
M.E. Witham,Purdue,1906,5,0,5,0,5,0.0
Doc Kennedy,Kansas,1906,10,6,2,24,31,0.7741935483870968
Edgar Wingard,Pittsburgh,1906,10,6,4,6,10,0.6
Dan McGugin,Vanderbilt,1906,9,8,1,24,26,0.9230769230769231
Henry Williams,Minnesota,1906,5,4,1,73,85,0.8588235294117647
Henry Smither,Army,1906,8,2,5,2,8,0.25
W.S. Keinholz,North Carolina,1906,7,1,4,4,13,0.3076923076923077
W.S. Whitney,Georgia,1906,7,2,4,2,7,0.2857142857142857
John Heisman,Georgia Tech,1906,9,5,3,29,39,0.7435897435897436
Amos Foster,Nebraska,1906,10,6,4,6,10,0.6
Bob Williams,Clemson,1906,7,4,0,4,7,0.5714285714285714
Ralph Graham,Davidson,1906,7,3,2,3,7,0.42857142857142855
Walter Bachman,Texas A&M,1906,7,6,1,13,16,0.8125
John Russ,Tulane,1906,5,0,4,0,5,0.0
Mark Catlin,Iowa,1906,5,2,3,2,5,0.4
H.R. Schenker,Texas,1906,10,9,1,9,10,0.9
Frank Castleman,Colorado,1906,9,2,3,2,9,0.2222222222222222
Fielding Yost,Michigan,1906,5,4,1,59,62,0.9516129032258065
Joseph Maddock,Utah,1906,5,4,1,10,13,0.7692307692307693
C.P. Miles,Virginia Tech,1906,9,5,2,14,19,0.7368421052631579
Charles Hutchins,Wisconsin,1906,5,5,0,16,27,0.5925925925925926
George Brooke,Swarthmore,1906,9,7,2,26,36,0.7222222222222222
Dan Martin,Mississippi State,1906,5,2,2,4,12,0.3333333333333333
Mike Donahue,Auburn,1906,7,1,5,8,18,0.4444444444444444
Amos Alonzo Stagg,Chicago,1906,5,4,1,167,228,0.7324561403508771
Pop Warner,Cornell,1906,11,8,1,75,112,0.6696428571428571
Tom Fennell,Penn State,1906,10,8,1,22,31,0.7096774193548387
William Warner,Colgate,1906,8,4,2,8,16,0.5
E.J. Hyde,TCU,1906,7,2,5,6,15,0.4
T.S. Hammond,Ole Miss,1906,6,4,2,4,6,0.6666666666666666
Frank Longman,Arkansas,1906,8,2,4,2,8,0.25
J.D. DePree,Tennessee,1906,9,1,6,4,18,0.2222222222222222
J.R. Richards,Colorado College,1906,7,3,2,8,15,0.5333333333333333
George O'Hearn,UMass,1906,9,1,7,1,9,0.1111111111111111
Edward Robinson,Brown,1906,9,6,3,43,75,0.5733333333333334
A.E. Herrnstein,Ohio State,1906,9,8,1,8,9,0.8888888888888888
J.W.H. Pollard,Alabama,1906,6,5,1,6,18,0.3333333333333333
W.J. Monilaw,Missouri,1906,8,5,2,15,25,0.6
Paul Dashiell,Navy,1906,12,8,2,25,34,0.7352941176470589
James Sheldon,Indiana,1906,6,4,2,12,16,0.75
Fred Folsom,Dartmouth,1906,10,6,3,34,44,0.7727272727272727
Justa Lindgren,Illinois,1906,5,1,3,1,5,0.2
Joseph Pipal,Dickinson,1907,10,3,6,3,10,0.3
Amos Alonzo Stagg,Chicago,1907,5,4,1,171,233,0.7339055793991416
William Kienholz,Auburn,1907,9,6,2,6,9,0.6666666666666666
Fred Furman,Mississippi State,1907,9,6,3,6,9,0.6666666666666666
Dan McGugin,Vanderbilt,1907,7,5,1,29,33,0.8787878787878788
Joe Curtis,Tulane,1907,5,3,2,3,5,0.6
George Brooke,Swarthmore,1907,8,6,2,32,44,0.7272727272727273
J.W.H. Pollard,Alabama,1907,8,5,1,11,26,0.4230769230769231
Joe Reeves,Navy,1907,12,9,2,9,12,0.75
A.E. Herrnstein,Ohio State,1907,9,7,2,15,18,0.8333333333333334
John Heisman,Georgia Tech,1907,8,4,4,33,47,0.7021276595744681
C.R. Williams,Virginia Tech,1907,9,7,2,15,19,0.7894736842105263
Tom Fennell,Penn State,1907,10,6,4,28,41,0.6829268292682927
L.C. Turner,Purdue,1907,5,0,5,0,5,0.0
Edward Robinson,Brown,1907,10,7,3,50,85,0.5882352941176471
Doc Kennedy,Kansas,1907,8,5,3,29,39,0.7435897435897436
John Moorhead,Pittsburgh,1907,10,8,2,8,10,0.8
J.R. Richards,Colorado College,1907,7,5,2,13,22,0.5909090909090909
Henry Williams,Minnesota,1907,5,2,2,75,90,0.8333333333333334
W.E. Metzenthin,Texas,1907,8,6,1,6,8,0.75
W.J. Monilaw,Missouri,1907,9,7,2,22,34,0.6470588235294118
Joseph Maddock,Utah,1907,6,4,2,14,19,0.7368421052631579
Frank Castleman,Colorado,1907,8,5,3,7,17,0.4117647058823529
Henry Smither,Army,1907,9,6,2,8,17,0.47058823529411764
E.J. Hyde,TCU,1907,8,4,2,10,23,0.43478260869565216
W.S. Whitney,Georgia,1907,8,4,3,6,15,0.4
L.L. Larson,Texas A&M,1907,8,6,1,6,8,0.75
William Warner,Colgate,1907,9,4,4,12,25,0.48
Arthur Hall,Illinois,1907,5,3,2,3,5,0.6
Ralph Graham,Davidson,1907,6,4,1,7,13,0.5384615384615384
Otis Lamson,North Carolina,1907,9,4,4,4,9,0.4444444444444444
Frank Shaughnessy,Clemson,1907,8,4,4,4,8,0.5
Pop Warner,Carlisle,1907,11,10,1,85,123,0.6910569105691057
King Cole,Nebraska,1907,10,8,2,8,10,0.8
R.R. Brown,Washington & Lee,1907,6,3,2,6,12,0.5
Luther Burleson,Baylor,1907,8,4,3,4,8,0.5
Mark Catlin,Iowa,1907,5,3,2,5,10,0.5
Edward Johnson,Virginia,1907,10,6,3,6,10,0.6
Eddie Cochems,Saint Louis,1907,10,7,3,10,16,0.625
Frank Mason,Ole Miss,1907,6,0,6,12,20,0.6
James Sheldon,Indiana,1907,6,2,3,14,22,0.6363636363636364
George Levene,Tennessee,1907,10,7,2,7,10,0.7
Charles Hutchins,Wisconsin,1907,5,3,1,19,32,0.59375
Frank Longman,Arkansas,1907,8,3,4,5,16,0.3125
Fielding Yost,Michigan,1907,6,5,1,64,68,0.9411764705882353
J.W.H. Pollard,Alabama,1908,8,6,1,17,34,0.5
George Barclay,Lafayette,1908,10,6,2,6,10,0.6
W.E. Metzenthin,Texas,1908,9,5,4,11,17,0.6470588235294118
John Stone,Clemson,1908,7,1,6,1,7,0.14285714285714285
Sol Metzger,Pennsylvania,1908,12,11,0,13,20,0.65
Fred Folsom,Colorado,1908,7,5,2,39,51,0.7647058823529411
J.R. Richards,Colorado College,1908,7,5,2,18,29,0.6206896551724138
Harry Nelly,Army,1908,9,6,1,6,9,0.6666666666666666
A.E. Herrnstein,Ohio State,1908,10,6,4,21,28,0.75
Joseph Maddock,Utah,1908,6,3,2,17,25,0.68
Joe Curtis,Tulane,1908,8,7,1,10,13,0.7692307692307693
Enoch Mills,Baylor,1908,8,3,5,3,8,0.375
N.A. Marriam,Texas A&M,1908,8,3,5,3,8,0.375
Amos Alonzo Stagg,Chicago,1908,6,5,0,176,239,0.7364016736401674
Mike Donahue,Auburn,1908,7,6,1,14,25,0.56
Pop Warner,Carlisle,1908,13,10,2,95,136,0.6985294117647058
Tom Barry,Wisconsin,1908,6,5,1,5,6,0.8333333333333334
Arthur Hall,Illinois,1908,7,5,1,8,12,0.6666666666666666
Tom Fennell,Penn State,1908,10,5,5,33,51,0.6470588235294118
Joseph Thompson,Pittsburgh,1908,11,8,3,8,11,0.7272727272727273
A.P. Hall,Wake Forest,1908,5,1,4,1,5,0.2
James Sheldon,Indiana,1908,6,2,4,16,28,0.5714285714285714
Branch Bocock,Georgia,1908,8,5,2,5,8,0.625
Hugo Bezdek,Arkansas,1908,9,5,4,5,9,0.5555555555555556
Edward Green,North Carolina,1908,9,3,3,3,9,0.3333333333333333
Frederick Speik,Purdue,1908,7,4,3,4,7,0.5714285714285714
R.R. Brown,Washington & Lee,1908,8,5,2,11,20,0.55
J.R. Langley,TCU,1908,9,6,3,6,9,0.6666666666666666
Edwin Sweetland,Colgate,1908,7,4,3,4,7,0.5714285714285714
King Cole,Nebraska,1908,10,7,2,15,20,0.75
Eddie Cochems,Saint Louis,1908,10,6,2,16,26,0.6153846153846154
Fielding Yost,Michigan,1908,8,5,2,69,76,0.9078947368421053
Henry Williams,Minnesota,1908,6,3,2,78,96,0.8125
Fred Furman,Mississippi State,1908,7,3,4,9,16,0.5625
Frank Berrien,Navy,1908,12,9,2,9,12,0.75
Percy Haughton,Harvard,1908,10,9,0,26,32,0.8125
Frank Kyle,Ole Miss,1908,8,3,5,3,8,0.375
M.T. Cooke,Virginia,1908,8,7,0,7,8,0.875
Paul Davis,Dickinson,1908,9,5,4,5,9,0.5555555555555556
D.C. Morrow,Washington & Jefferson,1908,13,10,2,10,13,0.7692307692307693
R.M. Brown,Virginia Tech,1908,9,5,4,5,9,0.5555555555555556
Doc Kennedy,Kansas,1908,9,9,0,38,48,0.7916666666666666
Dan McGugin,Vanderbilt,1908,10,7,2,36,43,0.8372093023255814
Mark Catlin,Iowa,1908,7,2,5,7,17,0.4117647058823529
John Bender,Haskell,1908,9,3,5,3,9,0.3333333333333333
W.J. Monilaw,Missouri,1908,8,6,2,28,42,0.6666666666666666
George Levene,Tennessee,1908,9,7,2,14,19,0.7368421052631579
Alton Johnson,Northwestern,1908,4,2,2,2,4,0.5
Mickey Whitehurst,NC State,1908,7,6,1,6,7,0.8571428571428571
Howard Jones,Syracuse,1908,10,6,3,6,10,0.6
John Heisman,Georgia Tech,1908,9,6,3,39,56,0.6964285714285714
Harry Nelly,Army,1909,5,3,2,9,14,0.6428571428571429
R.R. Brown,Washington & Lee,1909,7,4,3,15,27,0.5555555555555556
D.C. Morrow,Washington & Jefferson,1909,10,8,1,18,23,0.782608695652174
Hugo Bezdek,Arkansas,1909,7,7,0,12,16,0.75
Mike Donahue,Auburn,1909,7,5,2,19,32,0.59375
Bill Horr,Northwestern,1909,5,1,3,1,5,0.2
